Year,Units,Series,Geschlecht,Bundesland,GeoCode,Value
1998,Prozent,Deutsche,,,,92.3
1999,Prozent,Deutsche,,,,92.56
2000,Prozent,Deutsche,,,,92.1
2001,Prozent,Deutsche,,,,91.4
2002,Prozent,Deutsche,,,,91.83
2003,Prozent,Deutsche,,,,92.47
2004,Prozent,Deutsche,,,,92.62
2005,Prozent,Deutsche,,,,93.19
2006,Prozent,Deutsche,,,,93.58
2007,Prozent,Deutsche,,,,93.99
2008,Prozent,Deutsche,,,,94.55
2009,Prozent,Deutsche,,,,94.93
2010,Prozent,Deutsche,,,,95.19
2011,Prozent,Deutsche,,,,96.41
2012,Prozent,Deutsche,,,,95.97
2013,Prozent,Deutsche,,,,96.24
2014,Prozent,Deutsche,,,,96.41
2015,Prozent,Deutsche,,,,96.31
2016,Prozent,Deutsche,,,,96.39
2017,Prozent,Deutsche,,,,96.12
2018,Prozent,Deutsche,,,,95.94
2019,Prozent,Deutsche,,,,95.98
2020,Prozent,Deutsche,,,,96.24
1996,Prozent,Deutsche,,,,90.79
1997,Prozent,Deutsche,,,,90.26
1998,Prozent,Deutsche,,,,89.48
1999,Prozent,Deutsche,,,,89.49
2000,Prozent,Deutsche,,,,89.63
2001,Prozent,Deutsche,,,,91.06
2002,Prozent,Deutsche,,,,91.08
2003,Prozent,Deutsche,,,,91.17
2004,Prozent,Deutsche,,,,91.64
2005,Prozent,Deutsche,,,,92.64
2006,Prozent,Deutsche,,,,92.56
2007,Prozent,Deutsche,,,,92.37
2008,Prozent,Deutsche,,,,92.6
2009,Prozent,Deutsche,,,,92.58
2010,Prozent,Deutsche,,,,92.5
2011,Prozent,Deutsche,,,,92.72
2012,Prozent,Deutsche,,,,94.27
2013,Prozent,Deutsche,,,,93.9
2014,Prozent,Deutsche,,,,93.12
2015,Prozent,Deutsche,,,,91.97
2016,Prozent,Deutsche,,,,93.45
2017,Prozent,Deutsche,,,,92.49
2018,Prozent,Deutsche,,,,92.12
2019,Prozent,Deutsche,,,,92.88
2020,Prozent,Deutsche,,,,93.45
1996,Prozent,Deutsche,,,,90.52
1997,Prozent,Deutsche,,,,91.5
1998,Prozent,Deutsche,,,,91.25
1999,Prozent,Deutsche,,,,91.4
2000,Prozent,Deutsche,,,,91.14
2001,Prozent,Deutsche,,,,91.08
2002,Prozent,Deutsche,,,,91.1
2003,Prozent,Deutsche,,,,91.64
2004,Prozent,Deutsche,,,,91.15
2005,Prozent,Deutsche,,,,90.42
2006,Prozent,Deutsche,,,,89.87
2007,Prozent,Deutsche,,,,90.17
2008,Prozent,Deutsche,,,,90.45
2009,Prozent,Deutsche,,,,91.73
2010,Prozent,Deutsche,,,,91.84
2011,Prozent,Deutsche,,,,91.42
2012,Prozent,Deutsche,,,,92.89
2013,Prozent,Deutsche,,,,92.01
2014,Prozent,Deutsche,,,,91.92
2015,Prozent,Deutsche,,,,92.5
2016,Prozent,Deutsche,,,,92.94
2017,Prozent,Deutsche,,,,92.94
2018,Prozent,Deutsche,,,,92.94
2019,Prozent,Deutsche,,,,92.97
2020,Prozent,Deutsche,,,,95.98
1996,Prozent,Deutsche,,,,91.77
1997,Prozent,Deutsche,,,,92.69
1998,Prozent,Deutsche,,,,90.58
1999,Prozent,Deutsche,,,,92.52
2000,Prozent,Deutsche,,,,92.65
2001,Prozent,Deutsche,,,,91.81
2002,Prozent,Deutsche,,,,92.35
2003,Prozent,Deutsche,,,,92.36
2004,Prozent,Deutsche,,,,91.28
2005,Prozent,Deutsche,,,,92.39
2006,Prozent,Deutsche,,,,93.89
2007,Prozent,Deutsche,,,,93.74
2008,Prozent,Deutsche,,,,94.24
2009,Prozent,Deutsche,,,,94.98
2010,Prozent,Deutsche,,,,96.03
2011,Prozent,Deutsche,,,,95.05
2012,Prozent,Deutsche,,,,95.94
2013,Prozent,Deutsche,,,,95.18
2014,Prozent,Deutsche,,,,94.83
2015,Prozent,Deutsche,,,,94.92
2016,Prozent,Deutsche,,,,95.1
2017,Prozent,Deutsche,,,,94.03
2018,Prozent,Deutsche,,,,94.49
2019,Prozent,Deutsche,,,,93.79
2020,Prozent,Deutsche,,,,94.64
1996,Prozent,Deutsche,,,,90.7
1997,Prozent,Deutsche,,,,90.09
1998,Prozent,Deutsche,,,,90.6
1999,Prozent,Deutsche,,,,90.5
2000,Prozent,Deutsche,,,,89.44
2001,Prozent,Deutsche,,,,89.1
2002,Prozent,Deutsche,,,,89.75
2003,Prozent,Deutsche,,,,90.03
2004,Prozent,Deutsche,,,,90.61
2005,Prozent,Deutsche,,,,90.41
2006,Prozent,Deutsche,,,,90.56
2007,Prozent,Deutsche,,,,91.5
2008,Prozent,Deutsche,,,,93.38
2009,Prozent,Deutsche,,,,93.61
2010,Prozent,Deutsche,,,,95.2
2011,Prozent,Deutsche,,,,93.98
2012,Prozent,Deutsche,,,,94.06
2013,Prozent,Deutsche,,,,95.79
2014,Prozent,Deutsche,,,,95.97
2015,Prozent,Deutsche,,,,95.37
2016,Prozent,Deutsche,,,,95.29
2017,Prozent,Deutsche,,,,95.81
2018,Prozent,Deutsche,,,,95.02
2019,Prozent,Deutsche,,,,95.13
2020,Prozent,Deutsche,,,,94.66
1996,Prozent,Deutsche,,,,93.07
1997,Prozent,Deutsche,,,,93.22
1998,Prozent,Deutsche,,,,93.33
1999,Prozent,Deutsche,,,,92.64
2000,Prozent,Deutsche,,,,91.81
2001,Prozent,Deutsche,,,,92.14
2002,Prozent,Deutsche,,,,92.87
2003,Prozent,Deutsche,,,,92.41
2004,Prozent,Deutsche,,,,93.0
2005,Prozent,Deutsche,,,,93.35
2006,Prozent,Deutsche,,,,93.52
2007,Prozent,Deutsche,,,,93.52
2008,Prozent,Deutsche,,,,94.54
2009,Prozent,Deutsche,,,,94.81
2010,Prozent,Deutsche,,,,95.4
2011,Prozent,Deutsche,,,,95.85
2012,Prozent,Deutsche,,,,95.81
2013,Prozent,Deutsche,,,,96.67
2014,Prozent,Deutsche,,,,96.38
2015,Prozent,Deutsche,,,,96.54
2016,Prozent,Deutsche,,,,95.82
2017,Prozent,Deutsche,,,,95.91
2018,Prozent,Deutsche,,,,95.93
2019,Prozent,Deutsche,,,,95.81
2020,Prozent,Deutsche,,,,96.46
1996,Prozent,Deutsche,,,,90.62
1997,Prozent,Deutsche,,,,90.79
1998,Prozent,Deutsche,,,,90.35
1999,Prozent,Deutsche,,,,89.63
2000,Prozent,Deutsche,,,,89.14
2001,Prozent,Deutsche,,,,86.42
2002,Prozent,Deutsche,,,,89.37
2003,Prozent,Deutsche,,,,89.76
2004,Prozent,Deutsche,,,,90.28
2005,Prozent,Deutsche,,,,89.35
2006,Prozent,Deutsche,,,,88.66
2007,Prozent,Deutsche,,,,89.67
2008,Prozent,Deutsche,,,,90.27
2009,Prozent,Deutsche,,,,87.91
2010,Prozent,Deutsche,,,,86.84
2011,Prozent,Deutsche,,,,86.02
2012,Prozent,Deutsche,,,,87.75
2013,Prozent,Deutsche,,,,89.18
2014,Prozent,Deutsche,,,,91.4
2015,Prozent,Deutsche,,,,91.67
2016,Prozent,Deutsche,,,,90.83
2017,Prozent,Deutsche,,,,91.54
2018,Prozent,Deutsche,,,,91.92
2019,Prozent,Deutsche,,,,91.41
2020,Prozent,Deutsche,,,,93.07
1996,Prozent,Deutsche,,,,91.2
1997,Prozent,Deutsche,,,,91.11
1998,Prozent,Deutsche,,,,91.38
1999,Prozent,Deutsche,,,,91.82
2000,Prozent,Deutsche,,,,91.1
2001,Prozent,Deutsche,,,,91.08
2002,Prozent,Deutsche,,,,91.39
2003,Prozent,Deutsche,,,,90.69
2004,Prozent,Deutsche,,,,93.42
2005,Prozent,Deutsche,,,,92.14
2006,Prozent,Deutsche,,,,92.64
2007,Prozent,Deutsche,,,,93.31
2008,Prozent,Deutsche,,,,93.43
2009,Prozent,Deutsche,,,,94.32
2010,Prozent,Deutsche,,,,94.74
2011,Prozent,Deutsche,,,,95.61
2012,Prozent,Deutsche,,,,95.04
2013,Prozent,Deutsche,,,,95.44
2014,Prozent,Deutsche,,,,95.62
2015,Prozent,Deutsche,,,,95.59
2016,Prozent,Deutsche,,,,95.65
2017,Prozent,Deutsche,,,,95.41
2018,Prozent,Deutsche,,,,95.1
2019,Prozent,Deutsche,,,,94.69
2020,Prozent,Deutsche,,,,93.39
1996,Prozent,Deutsche,,,,95.31
1997,Prozent,Deutsche,,,,95.04
1998,Prozent,Deutsche,,,,95.08
1999,Prozent,Deutsche,,,,95.06
2000,Prozent,Deutsche,,,,94.92
2001,Prozent,Deutsche,,,,94.1
2002,Prozent,Deutsche,,,,93.98
2003,Prozent,Deutsche,,,,94.06
2004,Prozent,Deutsche,,,,94.04
2005,Prozent,Deutsche,,,,94.13
2006,Prozent,Deutsche,,,,94.42
2007,Prozent,Deutsche,,,,94.55
2008,Prozent,Deutsche,,,,94.6
2009,Prozent,Deutsche,,,,94.8
2010,Prozent,Deutsche,,,,95.35
2011,Prozent,Deutsche,,,,95.42
2012,Prozent,Deutsche,,,,95.7
2013,Prozent,Deutsche,,,,96.27
2014,Prozent,Deutsche,,,,95.21
2015,Prozent,Deutsche,,,,95.39
2016,Prozent,Deutsche,,,,95.42
2017,Prozent,Deutsche,,,,95.41
2018,Prozent,Deutsche,,,,94.97
2019,Prozent,Deutsche,,,,94.96
2020,Prozent,Deutsche,,,,95.41
1996,Prozent,Deutsche,,,,91.36
1997,Prozent,Deutsche,,,,91.48
1998,Prozent,Deutsche,,,,91.43
1999,Prozent,Deutsche,,,,91.92
2000,Prozent,Deutsche,,,,91.37
2001,Prozent,Deutsche,,,,91.59
2002,Prozent,Deutsche,,,,91.82
2003,Prozent,Deutsche,,,,92.17
2004,Prozent,Deutsche,,,,93.05
2005,Prozent,Deutsche,,,,93.13
2006,Prozent,Deutsche,,,,93.2
2007,Prozent,Deutsche,,,,93.24
2008,Prozent,Deutsche,,,,93.66
2009,Prozent,Deutsche,,,,93.95
2010,Prozent,Deutsche,,,,94.78
2011,Prozent,Deutsche,,,,94.87
2012,Prozent,Deutsche,,,,95.08
2013,Prozent,Deutsche,,,,95.16
2014,Prozent,Deutsche,,,,95.06
2015,Prozent,Deutsche,,,,94.41
2016,Prozent,Deutsche,,,,94.82
2017,Prozent,Deutsche,,,,94.35
2018,Prozent,Deutsche,,,,94.34
2019,Prozent,Deutsche,,,,93.72
2020,Prozent,Deutsche,,,,94.18
1996,Prozent,Deutsche,,,,90.74
1997,Prozent,Deutsche,,,,90.55
1998,Prozent,Deutsche,,,,90.53
1999,Prozent,Deutsche,,,,89.85
2000,Prozent,Deutsche,,,,90.76
2001,Prozent,Deutsche,,,,89.77
2002,Prozent,Deutsche,,,,91.81
2003,Prozent,Deutsche,,,,91.8
2004,Prozent,Deutsche,,,,92.17
2005,Prozent,Deutsche,,,,92.44
2006,Prozent,Deutsche,,,,92.87
2007,Prozent,Deutsche,,,,93.54
2008,Prozent,Deutsche,,,,93.99
2009,Prozent,Deutsche,,,,95.33
2010,Prozent,Deutsche,,,,94.97
2011,Prozent,Deutsche,,,,95.53
2012,Prozent,Deutsche,,,,95.14
2013,Prozent,Deutsche,,,,95.42
2014,Prozent,Deutsche,,,,95.47
2015,Prozent,Deutsche,,,,96.07
2016,Prozent,Deutsche,,,,95.1
2017,Prozent,Deutsche,,,,95.4
2018,Prozent,Deutsche,,,,95.19
2019,Prozent,Deutsche,,,,94.71
2020,Prozent,Deutsche,,,,95.44
1996,Prozent,Deutsche,,,,90.27
1997,Prozent,Deutsche,,,,90.57
1998,Prozent,Deutsche,,,,89.65
1999,Prozent,Deutsche,,,,88.2
2000,Prozent,Deutsche,,,,87.98
2001,Prozent,Deutsche,,,,89.03
2002,Prozent,Deutsche,,,,90.08
2003,Prozent,Deutsche,,,,90.2
2004,Prozent,Deutsche,,,,90.72
2005,Prozent,Deutsche,,,,91.03
2006,Prozent,Deutsche,,,,91.49
2007,Prozent,Deutsche,,,,91.77
2008,Prozent,Deutsche,,,,91.7
2009,Prozent,Deutsche,,,,91.5
2010,Prozent,Deutsche,,,,90.56
2011,Prozent,Deutsche,,,,90.26
2012,Prozent,Deutsche,,,,90.4
2013,Prozent,Deutsche,,,,90.25
2014,Prozent,Deutsche,,,,91.88
2015,Prozent,Deutsche,,,,92.14
2016,Prozent,Deutsche,,,,92.07
2017,Prozent,Deutsche,,,,92.49
2018,Prozent,Deutsche,,,,92.44
2019,Prozent,Deutsche,,,,92.48
2020,Prozent,Deutsche,,,,93.0
1996,Prozent,Deutsche,,,,89.37
1997,Prozent,Deutsche,,,,90.02
1998,Prozent,Deutsche,,,,89.07
1999,Prozent,Deutsche,,,,88.53
2000,Prozent,Deutsche,,,,87.72
2001,Prozent,Deutsche,,,,82.11
2002,Prozent,Deutsche,,,,85.88
2003,Prozent,Deutsche,,,,85.96
2004,Prozent,Deutsche,,,,86.33
2005,Prozent,Deutsche,,,,88.34
2006,Prozent,Deutsche,,,,89.35
2007,Prozent,Deutsche,,,,92.34
2008,Prozent,Deutsche,,,,89.57
2009,Prozent,Deutsche,,,,89.72
2010,Prozent,Deutsche,,,,88.42
2011,Prozent,Deutsche,,,,88.25
2012,Prozent,Deutsche,,,,88.91
2013,Prozent,Deutsche,,,,89.91
2014,Prozent,Deutsche,,,,90.46
2015,Prozent,Deutsche,,,,89.93
2016,Prozent,Deutsche,,,,91.01
2017,Prozent,Deutsche,,,,90.81
2018,Prozent,Deutsche,,,,89.91
2019,Prozent,Deutsche,,,,89.97
2020,Prozent,Deutsche,,,,90.91
1996,Prozent,Deutsche,,,,90.97
1997,Prozent,Deutsche,,,,90.53
1998,Prozent,Deutsche,,,,89.87
1999,Prozent,Deutsche,,,,90.27
2000,Prozent,Deutsche,,,,90.32
2001,Prozent,Deutsche,,,,89.71
2002,Prozent,Deutsche,,,,89.69
2003,Prozent,Deutsche,,,,90.57
2004,Prozent,Deutsche,,,,90.64
2005,Prozent,Deutsche,,,,90.67
2006,Prozent,Deutsche,,,,90.84
2007,Prozent,Deutsche,,,,91.79
2008,Prozent,Deutsche,,,,91.88
2009,Prozent,Deutsche,,,,93.54
2010,Prozent,Deutsche,,,,93.46
2011,Prozent,Deutsche,,,,93.11
2012,Prozent,Deutsche,,,,92.98
2013,Prozent,Deutsche,,,,92.82
2014,Prozent,Deutsche,,,,92.58
2015,Prozent,Deutsche,,,,92.85
2016,Prozent,Deutsche,,,,93.88
2017,Prozent,Deutsche,,,,93.08
2018,Prozent,Deutsche,,,,92.46
2019,Prozent,Deutsche,,,,91.85
2020,Prozent,Deutsche,,,,92.73
1996,Prozent,Deutsche,,,,87.72
1997,Prozent,Deutsche,,,,87.76
1998,Prozent,Deutsche,,,,86.96
1999,Prozent,Deutsche,,,,87.04
2000,Prozent,Deutsche,,,,87.47
2001,Prozent,Deutsche,,,,87.66
2002,Prozent,Deutsche,,,,88.35
2003,Prozent,Deutsche,,,,90.74
2004,Prozent,Deutsche,,,,91.25
2005,Prozent,Deutsche,,,,92.13
2006,Prozent,Deutsche,,,,91.96
2007,Prozent,Deutsche,,,,93.08
2008,Prozent,Deutsche,,,,93.23
2009,Prozent,Deutsche,,,,92.92
2010,Prozent,Deutsche,,,,91.59
2011,Prozent,Deutsche,,,,91.41
2012,Prozent,Deutsche,,,,92.52
2013,Prozent,Deutsche,,,,92.22
2014,Prozent,Deutsche,,,,93.09
2015,Prozent,Deutsche,,,,92.96
2016,Prozent,Deutsche,,,,92.92
2017,Prozent,Deutsche,,,,92.97
2018,Prozent,Deutsche,,,,92.2
2019,Prozent,Deutsche,,,,92.41
2020,Prozent,Deutsche,,,,93.65
1996,Prozent,Deutsche,,,,94.568
1997,Prozent,Deutsche,,,,94.616
1998,Prozent,Deutsche,,,,94.417
1999,Prozent,Deutsche,,,,93.714
2000,Prozent,Deutsche,,,,94.12
2001,Prozent,Deutsche,,,,93.691
2002,Prozent,Deutsche,,,,94.029
2003,Prozent,Deutsche,,,,94.201
2004,Prozent,Deutsche,,,,94.631
2005,Prozent,Deutsche,,,,94.676
2006,Prozent,Deutsche,,,,94.813
2007,Prozent,Deutsche,,,,95.182
2008,Prozent,Deutsche,,,,95.134
2009,Prozent,Deutsche,,,,95.484
2010,Prozent,Deutsche,,,,95.752
2011,Prozent,Deutsche,,,,96.017
2012,Prozent,Deutsche,,,,96.09
2013,Prozent,Deutsche,,,,96.298
2014,Prozent,Deutsche,,,,96.171
2015,Prozent,Deutsche,,,,96.096
2016,Prozent,Deutsche,,,,96.119
2017,Prozent,Deutsche,,,,95.874
2018,Prozent,Deutsche,,,,95.756
2019,Prozent,Deutsche,,,,95.812
2020,Prozent,Deutsche,,,,96.025
1996,Prozent,Deutsche,,,,90.182
1997,Prozent,Deutsche,,,,90.144
1998,Prozent,Deutsche,,,,89.892
1999,Prozent,Deutsche,,,,89.099
2000,Prozent,Deutsche,,,,89.348
2001,Prozent,Deutsche,,,,97.083
2002,Prozent,Deutsche,,,,89.603
2003,Prozent,Deutsche,,,,90.019
2004,Prozent,Deutsche,,,,90.584
2005,Prozent,Deutsche,,,,90.899
2006,Prozent,Deutsche,,,,91.349
2007,Prozent,Deutsche,,,,91.97
2008,Prozent,Deutsche,,,,92.371
2009,Prozent,Deutsche,,,,92.989
2010,Prozent,Deutsche,,,,93.422
2011,Prozent,Deutsche,,,,94.009
2012,Prozent,Deutsche,,,,94.136
2013,Prozent,Deutsche,,,,94.475
2014,Prozent,Deutsche,,,,94.14
2015,Prozent,Deutsche,,,,93.996
2016,Prozent,Deutsche,,,,94.071
2017,Prozent,Deutsche,,,,93.797
2018,Prozent,Deutsche,,,,93.464
2019,Prozent,Deutsche,,,,93.296
2020,Prozent,Deutsche,,,,93.842
1996,Prozentpunkte,Differenz,,,,11.931
1997,Prozentpunkte,Differenz,,,,11.711
1998,Prozentpunkte,Differenz,,,,11.554
1999,Prozentpunkte,Differenz,,,,11.315
2000,Prozentpunkte,Differenz,,,,11.589
2001,Prozentpunkte,Differenz,,,,11.52
2002,Prozentpunkte,Differenz,,,,11.241
2003,Prozentpunkte,Differenz,,,,11.174
2004,Prozentpunkte,Differenz,,,,10.669
2005,Prozentpunkte,Differenz,,,,10.161
2006,Prozentpunkte,Differenz,,,,9.82
2007,Prozentpunkte,Differenz,,,,9.6
2008,Prozentpunkte,Differenz,,,,8.8
2009,Prozentpunkte,Differenz,,,,8.027
2010,Prozentpunkte,Differenz,,,,7.38
2011,Prozentpunkte,Differenz,,,,6.784
2012,Prozentpunkte,Differenz,,,,6.488
2013,Prozentpunkte,Differenz,,,,6.09
2014,Prozentpunkte,Differenz,,,,7.079
2015,Prozentpunkte,Differenz,,,,6.8
2016,Prozentpunkte,Differenz,,,,9.246
2017,Prozentpunkte,Differenz,,,,13.012
2018,Prozentpunkte,Differenz,,,,12.785
2019,Prozentpunkte,Differenz,,,,12.155
2020,Prozentpunkte,Differenz,,,,9.56
1996,Prozentpunkte,Differenz,,,,10.098
1997,Prozentpunkte,Differenz,,,,9.882
1998,Prozentpunkte,Differenz,,,,9.887
1999,Prozentpunkte,Differenz,,,,8.479
2000,Prozentpunkte,Differenz,,,,9.793
2001,Prozentpunkte,Differenz,,,,9.501
2002,Prozentpunkte,Differenz,,,,9.613
2003,Prozentpunkte,Differenz,,,,9.61
2004,Prozentpunkte,Differenz,,,,8.818
2005,Prozentpunkte,Differenz,,,,8.252
2006,Prozentpunkte,Differenz,,,,8.283
2007,Prozentpunkte,Differenz,,,,8.147
2008,Prozentpunkte,Differenz,,,,7.21
2009,Prozentpunkte,Differenz,,,,6.94
2010,Prozentpunkte,Differenz,,,,6.286
2011,Prozentpunkte,Differenz,,,,5.674
2012,Prozentpunkte,Differenz,,,,5.499
2013,Prozentpunkte,Differenz,,,,5.226
2014,Prozentpunkte,Differenz,,,,6.765
2015,Prozentpunkte,Differenz,,,,5.796
2016,Prozentpunkte,Differenz,,,,7.019
2017,Prozentpunkte,Differenz,,,,9.519
2018,Prozentpunkte,Differenz,,,,10.183
2019,Prozentpunkte,Differenz,,,,9.982
2020,Prozentpunkte,Differenz,,,,8.004
1996,Prozentpunkte,Differenz,,,,13.521
1997,Prozentpunkte,Differenz,,,,13.314
1998,Prozentpunkte,Differenz,,,,12.993
1999,Prozentpunkte,Differenz,,,,11.614
2000,Prozentpunkte,Differenz,,,,13.134
2001,Prozentpunkte,Differenz,,,,21.451
2002,Prozentpunkte,Differenz,,,,12.717
2003,Prozentpunkte,Differenz,,,,12.596
2004,Prozentpunkte,Differenz,,,,12.278
2005,Prozentpunkte,Differenz,,,,11.758
2006,Prozentpunkte,Differenz,,,,11.17
2007,Prozentpunkte,Differenz,,,,10.756
2008,Prozentpunkte,Differenz,,,,10.093
2009,Prozentpunkte,Differenz,,,,9.135
2010,Prozentpunkte,Differenz,,,,8.456
2011,Prozentpunkte,Differenz,,,,7.834
2012,Prozentpunkte,Differenz,,,,7.45
2013,Prozentpunkte,Differenz,,,,6.913
2014,Prozentpunkte,Differenz,,,,7.381
2015,Prozentpunkte,Differenz,,,,7.796
2016,Prozentpunkte,Differenz,,,,11.171
2017,Prozentpunkte,Differenz,,,,15.816
2018,Prozentpunkte,Differenz,,,,14.699
2019,Prozentpunkte,Differenz,,,,13.801
2020,Prozentpunkte,Differenz,,,,10.833
1996,Prozentpunkte,Differenz,,,,13.751
1997,Prozentpunkte,Differenz,,,,13.714
1998,Prozentpunkte,Differenz,,,,12.828
1999,Prozentpunkte,Differenz,,,,13.053
2000,Prozentpunkte,Differenz,,,,13.597
2001,Prozentpunkte,Differenz,,,,13.855
2002,Prozentpunkte,Differenz,,,,13.549
2003,Prozentpunkte,Differenz,,,,12.836
2004,Prozentpunkte,Differenz,,,,11.884
2005,Prozentpunkte,Differenz,,,,11.407
2006,Prozentpunkte,Differenz,,,,11.202
2007,Prozentpunkte,Differenz,,,,10.542
2008,Prozentpunkte,Differenz,,,,9.4
2009,Prozentpunkte,Differenz,,,,8.444
2010,Prozentpunkte,Differenz,,,,7.479
2011,Prozentpunkte,Differenz,,,,7.293
2012,Prozentpunkte,Differenz,,,,8.527
2013,Prozentpunkte,Differenz,,,,6.241
2014,Prozentpunkte,Differenz,,,,6.786
2015,Prozentpunkte,Differenz,,,,5.836
2016,Prozentpunkte,Differenz,,,,7.906
2017,Prozentpunkte,Differenz,,,,14.251
2018,Prozentpunkte,Differenz,,,,13.363
2019,Prozentpunkte,Differenz,,,,11.114
2020,Prozentpunkte,Differenz,,,,10.15
1996,Prozentpunkte,Differenz,,,,18.251
1997,Prozentpunkte,Differenz,,,,17.898
1998,Prozentpunkte,Differenz,,,,19.497
1999,Prozentpunkte,Differenz,,,,17.943
2000,Prozentpunkte,Differenz,,,,17.4
2001,Prozentpunkte,Differenz,,,,19.309
2002,Prozentpunkte,Differenz,,,,16.118
2003,Prozentpunkte,Differenz,,,,14.759
2004,Prozentpunkte,Differenz,,,,14.141
2005,Prozentpunkte,Differenz,,,,13.189
2006,Prozentpunkte,Differenz,,,,11.725
2007,Prozentpunkte,Differenz,,,,10.631
2008,Prozentpunkte,Differenz,,,,10.123
2009,Prozentpunkte,Differenz,,,,9.575
2010,Prozentpunkte,Differenz,,,,7.813
2011,Prozentpunkte,Differenz,,,,6.977
2012,Prozentpunkte,Differenz,,,,7.461
2013,Prozentpunkte,Differenz,,,,7.123
2014,Prozentpunkte,Differenz,,,,8.135
2015,Prozentpunkte,Differenz,,,,9.776
2016,Prozentpunkte,Differenz,,,,14.776
2017,Prozentpunkte,Differenz,,,,17.154
2018,Prozentpunkte,Differenz,,,,14.699
2019,Prozentpunkte,Differenz,,,,13.771
2020,Prozentpunkte,Differenz,,,,11.83
1996,Prozentpunkte,Differenz,,,,17.538
1997,Prozentpunkte,Differenz,,,,17.251
1998,Prozentpunkte,Differenz,,,,20.074
1999,Prozentpunkte,Differenz,,,,17.105
2000,Prozentpunkte,Differenz,,,,15.18
2001,Prozentpunkte,Differenz,,,,15.057
2002,Prozentpunkte,Differenz,,,,15.137
2003,Prozentpunkte,Differenz,,,,17.065
2004,Prozentpunkte,Differenz,,,,14.574
2005,Prozentpunkte,Differenz,,,,14.744
2006,Prozentpunkte,Differenz,,,,13.305
2007,Prozentpunkte,Differenz,,,,12.809
2008,Prozentpunkte,Differenz,,,,12.325
2009,Prozentpunkte,Differenz,,,,9.022
2010,Prozentpunkte,Differenz,,,,9.548
2011,Prozentpunkte,Differenz,,,,8.044
2012,Prozentpunkte,Differenz,,,,6.912
2013,Prozentpunkte,Differenz,,,,6.423
2014,Prozentpunkte,Differenz,,,,9.59
2015,Prozentpunkte,Differenz,,,,13.305
2016,Prozentpunkte,Differenz,,,,12.441
2017,Prozentpunkte,Differenz,,,,13.299
2018,Prozentpunkte,Differenz,,,,13.831
2019,Prozentpunkte,Differenz,,,,11.774
2020,Prozentpunkte,Differenz,,,,0.67
1996,Prozentpunkte,Differenz,,,,-5.257
1997,Prozentpunkte,Differenz,,,,-1.239
1998,Prozentpunkte,Differenz,,,,0.137
1999,Prozentpunkte,Differenz,,,,0.442
2000,Prozentpunkte,Differenz,,,,0.805
2001,Prozentpunkte,Differenz,,,,-1.347
2002,Prozentpunkte,Differenz,,,,-3.344
2003,Prozentpunkte,Differenz,,,,1.669
2004,Prozentpunkte,Differenz,,,,-2.093
2005,Prozentpunkte,Differenz,,,,4.071
2006,Prozentpunkte,Differenz,,,,3.24
2007,Prozentpunkte,Differenz,,,,-0.31
2008,Prozentpunkte,Differenz,,,,-1.177
2009,Prozentpunkte,Differenz,,,,-3.18
2010,Prozentpunkte,Differenz,,,,-1.419
2011,Prozentpunkte,Differenz,,,,-1.514
2012,Prozentpunkte,Differenz,,,,-1.438
2013,Prozentpunkte,Differenz,,,,-1.968
2014,Prozentpunkte,Differenz,,,,-2.742
2015,Prozentpunkte,Differenz,,,,-2.013
2016,Prozentpunkte,Differenz,,,,10.206
2017,Prozentpunkte,Differenz,,,,10.255
2018,Prozentpunkte,Differenz,,,,11.949
2019,Prozentpunkte,Differenz,,,,9.031
2020,Prozentpunkte,Differenz,,,,2.163
1996,Prozentpunkte,Differenz,,,,14.199
1997,Prozentpunkte,Differenz,,,,10.304
1998,Prozentpunkte,Differenz,,,,8.209
1999,Prozentpunkte,Differenz,,,,8.753
2000,Prozentpunkte,Differenz,,,,12.605
2001,Prozentpunkte,Differenz,,,,10.66
2002,Prozentpunkte,Differenz,,,,6.667
2003,Prozentpunkte,Differenz,,,,10.706
2004,Prozentpunkte,Differenz,,,,9.062
2005,Prozentpunkte,Differenz,,,,8.97
2006,Prozentpunkte,Differenz,,,,8.457
2007,Prozentpunkte,Differenz,,,,9.617
2008,Prozentpunkte,Differenz,,,,5.874
2009,Prozentpunkte,Differenz,,,,5.888
2010,Prozentpunkte,Differenz,,,,5.926
2011,Prozentpunkte,Differenz,,,,7.735
2012,Prozentpunkte,Differenz,,,,4.781
2013,Prozentpunkte,Differenz,,,,7.883
2014,Prozentpunkte,Differenz,,,,4.784
2015,Prozentpunkte,Differenz,,,,5.433
2016,Prozentpunkte,Differenz,,,,10.497
2017,Prozentpunkte,Differenz,,,,15.354
2018,Prozentpunkte,Differenz,,,,14.751
2019,Prozentpunkte,Differenz,,,,19.933
2020,Prozentpunkte,Differenz,,,,18.253
1996,Prozentpunkte,Differenz,,,,9.338
1997,Prozentpunkte,Differenz,,,,7.324
1998,Prozentpunkte,Differenz,,,,8.755
1999,Prozentpunkte,Differenz,,,,10.941
2000,Prozentpunkte,Differenz,,,,9.956
2001,Prozentpunkte,Differenz,,,,8.815
2002,Prozentpunkte,Differenz,,,,7.434
2003,Prozentpunkte,Differenz,,,,8.283
2004,Prozentpunkte,Differenz,,,,10.49
2005,Prozentpunkte,Differenz,,,,10.266
2006,Prozentpunkte,Differenz,,,,11.001
