Year,Units,Anzeigen,Geschlecht,Region,GeoCode,Value
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,398
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,389
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,386
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,388
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,376
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,376
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,375
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,373
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,363
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,374
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,370
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,370
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,376
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,389
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,386
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,381
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,364
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,356
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,348
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,344
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,330
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,319
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,312
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,309
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,311
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,305
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,301
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,287
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,302
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,282
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,298
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,292
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,281
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Schleswig-Holstein,code01,293
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,454
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,439
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,415
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,399
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,388
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,386
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,372
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,354
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,354
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,345
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,344
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,337
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,331
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,330
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,332
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,317
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,317
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,337
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,333
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,325
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Thüringen,code16,320
