Year,Units,Time series,Sex,Federal state,GeoCode,Value
2006,Percentage,Foreigns,,Rhineland Palatinate,code07,78.8
2007,Percentage,Foreigns,,Rhineland Palatinate,code07,81.15
2008,Percentage,Foreigns,,Rhineland Palatinate,code07,81.15
2009,Percentage,Foreigns,,Rhineland Palatinate,code07,83.28
2010,Percentage,Foreigns,,Rhineland Palatinate,code07,85.92
2011,Percentage,Foreigns,,Rhineland Palatinate,code07,87.15
2012,Percentage,Foreigns,,Rhineland Palatinate,code07,88.08
2013,Percentage,Foreigns,,Rhineland Palatinate,code07,87.31
2014,Percentage,Foreigns,,Rhineland Palatinate,code07,87.63
2015,Percentage,Foreigns,,Rhineland Palatinate,code07,86.06
2016,Percentage,Foreigns,,Rhineland Palatinate,code07,82.16
2017,Percentage,Foreigns,,Rhineland Palatinate,code07,78.71
2018,Percentage,Foreigns,,Rhineland Palatinate,code07,78.3
2019,Percentage,Foreigns,,Rhineland Palatinate,code07,78.45
2020,Percentage,Foreigns,,Rhineland Palatinate,code07,82.71
1996,Percentage,Foreigns,Female,Saarland,code10,76.62
1997,Percentage,Foreigns,Female,Saarland,code10,82.82
1998,Percentage,Foreigns,Female,Saarland,code10,80.57
1999,Percentage,Foreigns,Female,Saarland,code10,79.21
2000,Percentage,Foreigns,Female,Saarland,code10,76.11
2001,Percentage,Foreigns,Female,Saarland,code10,80.79
2002,Percentage,Foreigns,Female,Saarland,code10,83.09
2003,Percentage,Foreigns,Female,Saarland,code10,82.31
2004,Percentage,Foreigns,Female,Saarland,code10,83.25
2005,Percentage,Foreigns,Female,Saarland,code10,84.88
2006,Percentage,Foreigns,Female,Saarland,code10,85.9
2007,Percentage,Foreigns,Female,Saarland,code10,88.1
2008,Percentage,Foreigns,Female,Saarland,code10,87.91
2009,Percentage,Foreigns,Female,Saarland,code10,89.67
2010,Percentage,Foreigns,Female,Saarland,code10,89.76
2011,Percentage,Foreigns,Female,Saarland,code10,91.0
2012,Percentage,Foreigns,Female,Saarland,code10,93.21
2013,Percentage,Foreigns,Female,Saarland,code10,91.69
2014,Percentage,Foreigns,Female,Saarland,code10,92.54
2015,Percentage,Foreigns,Female,Saarland,code10,90.84
2016,Percentage,Foreigns,Female,Saarland,code10,82.98
2017,Percentage,Foreigns,Female,Saarland,code10,84.89
2018,Percentage,Foreigns,Female,Saarland,code10,79.79
2019,Percentage,Foreigns,Female,Saarland,code10,78.45
2020,Percentage,Foreigns,Female,Saarland,code10,81.92
1996,Percentage,Foreigns,Male,Saarland,code10,76.62
1997,Percentage,Foreigns,Male,Saarland,code10,82.82
1998,Percentage,Foreigns,Male,Saarland,code10,80.57
1999,Percentage,Foreigns,Male,Saarland,code10,79.21
2000,Percentage,Foreigns,Male,Saarland,code10,76.11
2001,Percentage,Foreigns,Male,Saarland,code10,80.79
2002,Percentage,Foreigns,Male,Saarland,code10,83.09
2003,Percentage,Foreigns,Male,Saarland,code10,82.31
2004,Percentage,Foreigns,Male,Saarland,code10,83.25
2005,Percentage,Foreigns,Male,Saarland,code10,84.88
2006,Percentage,Foreigns,Male,Saarland,code10,85.9
2007,Percentage,Foreigns,Male,Saarland,code10,88.1
2008,Percentage,Foreigns,Male,Saarland,code10,87.91
2009,Percentage,Foreigns,Male,Saarland,code10,89.67
2010,Percentage,Foreigns,Male,Saarland,code10,89.76
2011,Percentage,Foreigns,Male,Saarland,code10,91.0
2012,Percentage,Foreigns,Male,Saarland,code10,93.21
2013,Percentage,Foreigns,Male,Saarland,code10,91.69
2014,Percentage,Foreigns,Male,Saarland,code10,92.54
2015,Percentage,Foreigns,Male,Saarland,code10,90.84
2016,Percentage,Foreigns,Male,Saarland,code10,82.98
2017,Percentage,Foreigns,Male,Saarland,code10,84.89
2018,Percentage,Foreigns,Male,Saarland,code10,79.79
2019,Percentage,Foreigns,Male,Saarland,code10,83.86
2020,Percentage,Foreigns,Male,Saarland,code10,82.01
1996,Percentage,Foreigns,,Saarland,code10,67.72
1997,Percentage,Foreigns,,Saarland,code10,73.36
1998,Percentage,Foreigns,,Saarland,code10,70.9
1999,Percentage,Foreigns,,Saarland,code10,70.56
2000,Percentage,Foreigns,,Saarland,code10,70.29
2001,Percentage,Foreigns,,Saarland,code10,68.13
2002,Percentage,Foreigns,,Saarland,code10,72.62
2003,Percentage,Foreigns,,Saarland,code10,78.01
2004,Percentage,Foreigns,,Saarland,code10,75.37
2005,Percentage,Foreigns,,Saarland,code10,79.06
2006,Percentage,Foreigns,,Saarland,code10,81.9
2007,Percentage,Foreigns,,Saarland,code10,80.42
2008,Percentage,Foreigns,,Saarland,code10,81.17
2009,Percentage,Foreigns,,Saarland,code10,82.93
2010,Percentage,Foreigns,,Saarland,code10,85.81
2011,Percentage,Foreigns,,Saarland,code10,87.84
2012,Percentage,Foreigns,,Saarland,code10,86.67
2013,Percentage,Foreigns,,Saarland,code10,88.59
2014,Percentage,Foreigns,,Saarland,code10,87.79
2015,Percentage,Foreigns,,Saarland,code10,85.16
2016,Percentage,Foreigns,,Saarland,code10,66.92
2017,Percentage,Foreigns,,Saarland,code10,68.35
2018,Percentage,Foreigns,,Saarland,code10,71.94
2019,Percentage,Foreigns,,Saarland,code10,73.84
2020,Percentage,Foreigns,,Saarland,code10,81.83
1996,Percentage,Foreigns,Female,Saxony,code14,63.87
1997,Percentage,Foreigns,Female,Saxony,code14,69.06
1998,Percentage,Foreigns,Female,Saxony,code14,68.83
1999,Percentage,Foreigns,Female,Saxony,code14,73.29
2000,Percentage,Foreigns,Female,Saxony,code14,80.17
2001,Percentage,Foreigns,Female,Saxony,code14,75.35
2002,Percentage,Foreigns,Female,Saxony,code14,68.18
2003,Percentage,Foreigns,Female,Saxony,code14,77.86
2004,Percentage,Foreigns,Female,Saxony,code14,80.12
2005,Percentage,Foreigns,Female,Saxony,code14,80.69
2006,Percentage,Foreigns,Female,Saxony,code14,81.16
2007,Percentage,Foreigns,Female,Saxony,code14,79.42
2008,Percentage,Foreigns,Female,Saxony,code14,83.77
2009,Percentage,Foreigns,Female,Saxony,code14,88.1
2010,Percentage,Foreigns,Female,Saxony,code14,84.83
2011,Percentage,Foreigns,Female,Saxony,code14,88.31
2012,Percentage,Foreigns,Female,Saxony,code14,89.42
2013,Percentage,Foreigns,Female,Saxony,code14,84.83
2014,Percentage,Foreigns,Female,Saxony,code14,84.62
2015,Percentage,Foreigns,Female,Saxony,code14,85.25
2016,Percentage,Foreigns,Female,Saxony,code14,84.6
2017,Percentage,Foreigns,Female,Saxony,code14,81.78
2018,Percentage,Foreigns,Female,Saxony,code14,77.35
2019,Percentage,Foreigns,Female,Saxony,code14,79.09
2020,Percentage,Foreigns,Female,Saxony,code14,83.25
1996,Percentage,Foreigns,Male,Saxony,code14,75.51
1997,Percentage,Foreigns,Male,Saxony,code14,72.5
1998,Percentage,Foreigns,Male,Saxony,code14,73.91
1999,Percentage,Foreigns,Male,Saxony,code14,74.22
2000,Percentage,Foreigns,Male,Saxony,code14,87.67
2001,Percentage,Foreigns,Male,Saxony,code14,85.0
2002,Percentage,Foreigns,Male,Saxony,code14,72.63
2003,Percentage,Foreigns,Male,Saxony,code14,84.92
2004,Percentage,Foreigns,Male,Saxony,code14,86.83
2005,Percentage,Foreigns,Male,Saxony,code14,84.7
2006,Percentage,Foreigns,Male,Saxony,code14,89.27
2007,Percentage,Foreigns,Male,Saxony,code14,85.71
2008,Percentage,Foreigns,Male,Saxony,code14,90.41
2009,Percentage,Foreigns,Male,Saxony,code14,91.34
2010,Percentage,Foreigns,Male,Saxony,code14,89.84
2011,Percentage,Foreigns,Male,Saxony,code14,90.57
2012,Percentage,Foreigns,Male,Saxony,code14,91.75
2013,Percentage,Foreigns,Male,Saxony,code14,87.88
2014,Percentage,Foreigns,Male,Saxony,code14,87.29
2015,Percentage,Foreigns,Male,Saxony,code14,88.4
2016,Percentage,Foreigns,Male,Saxony,code14,87.58
2017,Percentage,Foreigns,Male,Saxony,code14,86.26
2018,Percentage,Foreigns,Male,Saxony,code14,83.9
2019,Percentage,Foreigns,Male,Saxony,code14,82.65
2020,Percentage,Foreigns,Male,Saxony,code14,87.54
1996,Percentage,Foreigns,,Saxony,code14,55.71
1997,Percentage,Foreigns,,Saxony,code14,64.41
1998,Percentage,Foreigns,,Saxony,code14,64.71
1999,Percentage,Foreigns,,Saxony,code14,72.48
2000,Percentage,Foreigns,,Saxony,code14,73.0
2001,Percentage,Foreigns,,Saxony,code14,66.81
2002,Percentage,Foreigns,,Saxony,code14,63.59
2003,Percentage,Foreigns,,Saxony,code14,71.53
2004,Percentage,Foreigns,,Saxony,code14,73.33
2005,Percentage,Foreigns,,Saxony,code14,76.87
2006,Percentage,Foreigns,,Saxony,code14,74.27
2007,Percentage,Foreigns,,Saxony,code14,73.2
2008,Percentage,Foreigns,,Saxony,code14,77.03
2009,Percentage,Foreigns,,Saxony,code14,84.75
2010,Percentage,Foreigns,,Saxony,code14,80.04
2011,Percentage,Foreigns,,Saxony,code14,86.18
2012,Percentage,Foreigns,,Saxony,code14,87.23
2013,Percentage,Foreigns,,Saxony,code14,81.98
2014,Percentage,Foreigns,,Saxony,code14,82.21
2015,Percentage,Foreigns,,Saxony,code14,82.4
2016,Percentage,Foreigns,,Saxony,code14,82.03
2017,Percentage,Foreigns,,Saxony,code14,78.08
2018,Percentage,Foreigns,,Saxony,code14,72.51
2019,Percentage,Foreigns,,Saxony,code14,76.35
2020,Percentage,Foreigns,,Saxony,code14,79.62
1996,Percentage,Foreigns,Female,Saxony-Anhalt,code15,70.49
1997,Percentage,Foreigns,Female,Saxony-Anhalt,code15,60.66
1998,Percentage,Foreigns,Female,Saxony-Anhalt,code15,63.95
1999,Percentage,Foreigns,Female,Saxony-Anhalt,code15,72.0
2000,Percentage,Foreigns,Female,Saxony-Anhalt,code15,70.95
2001,Percentage,Foreigns,Female,Saxony-Anhalt,code15,72.11
2002,Percentage,Foreigns,Female,Saxony-Anhalt,code15,64.62
2003,Percentage,Foreigns,Female,Saxony-Anhalt,code15,64.41
2004,Percentage,Foreigns,Female,Saxony-Anhalt,code15,64.42
2005,Percentage,Foreigns,Female,Saxony-Anhalt,code15,71.0
2006,Percentage,Foreigns,Female,Saxony-Anhalt,code15,75.86
2007,Percentage,Foreigns,Female,Saxony-Anhalt,code15,78.54
2008,Percentage,Foreigns,Female,Saxony-Anhalt,code15,82.66
2009,Percentage,Foreigns,Female,Saxony-Anhalt,code15,82.19
2010,Percentage,Foreigns,Female,Saxony-Anhalt,code15,81.15
2011,Percentage,Foreigns,Female,Saxony-Anhalt,code15,81.01
2012,Percentage,Foreigns,Female,Saxony-Anhalt,code15,83.49
2013,Percentage,Foreigns,Female,Saxony-Anhalt,code15,87.11
2014,Percentage,Foreigns,Female,Saxony-Anhalt,code15,81.02
2015,Percentage,Foreigns,Female,Saxony-Anhalt,code15,75.1
2016,Percentage,Foreigns,Female,Saxony-Anhalt,code15,66.01
2017,Percentage,Foreigns,Female,Saxony-Anhalt,code15,60.0
2018,Percentage,Foreigns,Female,Saxony-Anhalt,code15,61.79
2019,Percentage,Foreigns,Female,Saxony-Anhalt,code15,70.63
2020,Percentage,Foreigns,Female,Saxony-Anhalt,code15,75.26
1996,Percentage,Foreigns,Male,Saxony-Anhalt,code15,81.82
1997,Percentage,Foreigns,Male,Saxony-Anhalt,code15,67.92
1998,Percentage,Foreigns,Male,Saxony-Anhalt,code15,74.6
1999,Percentage,Foreigns,Male,Saxony-Anhalt,code15,80.33
2000,Percentage,Foreigns,Male,Saxony-Anhalt,code15,86.15
2001,Percentage,Foreigns,Male,Saxony-Anhalt,code15,87.93
2002,Percentage,Foreigns,Male,Saxony-Anhalt,code15,85.45
2003,Percentage,Foreigns,Male,Saxony-Anhalt,code15,78.48
2004,Percentage,Foreigns,Male,Saxony-Anhalt,code15,74.44
2005,Percentage,Foreigns,Male,Saxony-Anhalt,code15,73.64
2006,Percentage,Foreigns,Male,Saxony-Anhalt,code15,86.36
2007,Percentage,Foreigns,Male,Saxony-Anhalt,code15,88.3
2008,Percentage,Foreigns,Male,Saxony-Anhalt,code15,82.88
2009,Percentage,Foreigns,Male,Saxony-Anhalt,code15,87.37
2010,Percentage,Foreigns,Male,Saxony-Anhalt,code15,79.31
2011,Percentage,Foreigns,Male,Saxony-Anhalt,code15,81.3
2012,Percentage,Foreigns,Male,Saxony-Anhalt,code15,87.07
2013,Percentage,Foreigns,Male,Saxony-Anhalt,code15,91.45
2014,Percentage,Foreigns,Male,Saxony-Anhalt,code15,85.04
2015,Percentage,Foreigns,Male,Saxony-Anhalt,code15,79.28
2016,Percentage,Foreigns,Male,Saxony-Anhalt,code15,73.95
2017,Percentage,Foreigns,Male,Saxony-Anhalt,code15,69.38
2018,Percentage,Foreigns,Male,Saxony-Anhalt,code15,66.22
2019,Percentage,Foreigns,Male,Saxony-Anhalt,code15,76.42
2020,Percentage,Foreigns,Male,Saxony-Anhalt,code15,80.65
1996,Percentage,Foreigns,,Saxony-Anhalt,code15,64.1
1997,Percentage,Foreigns,,Saxony-Anhalt,code15,55.07
1998,Percentage,Foreigns,,Saxony-Anhalt,code15,55.95
1999,Percentage,Foreigns,,Saxony-Anhalt,code15,64.06
2000,Percentage,Foreigns,,Saxony-Anhalt,code15,59.04
2001,Percentage,Foreigns,,Saxony-Anhalt,code15,61.8
2002,Percentage,Foreigns,,Saxony-Anhalt,code15,49.33
2003,Percentage,Foreigns,,Saxony-Anhalt,code15,53.06
2004,Percentage,Foreigns,,Saxony-Anhalt,code15,56.78
2005,Percentage,Foreigns,,Saxony-Anhalt,code15,67.78
2006,Percentage,Foreigns,,Saxony-Anhalt,code15,65.12
2007,Percentage,Foreigns,,Saxony-Anhalt,code15,71.94
2008,Percentage,Foreigns,,Saxony-Anhalt,code15,82.5
2009,Percentage,Foreigns,,Saxony-Anhalt,code15,78.95
2010,Percentage,Foreigns,,Saxony-Anhalt,code15,83.48
2011,Percentage,Foreigns,,Saxony-Anhalt,code15,80.74
2012,Percentage,Foreigns,,Saxony-Anhalt,code15,79.17
2013,Percentage,Foreigns,,Saxony-Anhalt,code15,83.45
2014,Percentage,Foreigns,,Saxony-Anhalt,code15,77.55
2015,Percentage,Foreigns,,Saxony-Anhalt,code15,71.64
2016,Percentage,Foreigns,,Saxony-Anhalt,code15,60.87
2017,Percentage,Foreigns,,Saxony-Anhalt,code15,54.55
2018,Percentage,Foreigns,,Saxony-Anhalt,code15,58.7
2019,Percentage,Foreigns,,Saxony-Anhalt,code15,67.35
2020,Percentage,Foreigns,,Saxony-Anhalt,code15,71.86
1996,Percentage,Foreigns,Female,Schleswig-Holstein,code01,77.28
1997,Percentage,Foreigns,Female,Schleswig-Holstein,code01,74.52
1998,Percentage,Foreigns,Female,Schleswig-Holstein,code01,75.78
1999,Percentage,Foreigns,Female,Schleswig-Holstein,code01,77.95
2000,Percentage,Foreigns,Female,Schleswig-Holstein,code01,78.52
2001,Percentage,Foreigns,Female,Schleswig-Holstein,code01,78.51
2002,Percentage,Foreigns,Female,Schleswig-Holstein,code01,81.61
2003,Percentage,Foreigns,Female,Schleswig-Holstein,code01,83.67
2004,Percentage,Foreigns,Female,Schleswig-Holstein,code01,81.14
2005,Percentage,Foreigns,Female,Schleswig-Holstein,code01,82.07
2006,Percentage,Foreigns,Female,Schleswig-Holstein,code01,81.42
2007,Percentage,Foreigns,Female,Schleswig-Holstein,code01,83.91
2008,Percentage,Foreigns,Female,Schleswig-Holstein,code01,84.7
2009,Percentage,Foreigns,Female,Schleswig-Holstein,code01,87.31
2010,Percentage,Foreigns,Female,Schleswig-Holstein,code01,87.62
2011,Percentage,Foreigns,Female,Schleswig-Holstein,code01,88.24
2012,Percentage,Foreigns,Female,Schleswig-Holstein,code01,88.62
2013,Percentage,Foreigns,Female,Schleswig-Holstein,code01,86.08
2014,Percentage,Foreigns,Female,Schleswig-Holstein,code01,87.06
2015,Percentage,Foreigns,Female,Schleswig-Holstein,code01,86.96
2016,Percentage,Foreigns,Female,Schleswig-Holstein,code01,82.76
2017,Percentage,Foreigns,Female,Schleswig-Holstein,code01,80.18
2018,Percentage,Foreigns,Female,Schleswig-Holstein,code01,77.72
2019,Percentage,Foreigns,Female,Schleswig-Holstein,code01,74.3
2020,Percentage,Foreigns,Female,Schleswig-Holstein,code01,77.66
1996,Percentage,Foreigns,Male,Schleswig-Holstein,code01,80.42
1997,Percentage,Foreigns,Male,Schleswig-Holstein,code01,82.32
1998,Percentage,Foreigns,Male,Schleswig-Holstein,code01,79.56
1999,Percentage,Foreigns,Male,Schleswig-Holstein,code01,82.85
2000,Percentage,Foreigns,Male,Schleswig-Holstein,code01,83.39
2001,Percentage,Foreigns,Male,Schleswig-Holstein,code01,83.01
2002,Percentage,Foreigns,Male,Schleswig-Holstein,code01,84.64
2003,Percentage,Foreigns,Male,Schleswig-Holstein,code01,88.53
2004,Percentage,Foreigns,Male,Schleswig-Holstein,code01,86.53
2005,Percentage,Foreigns,Male,Schleswig-Holstein,code01,84.99
2006,Percentage,Foreigns,Male,Schleswig-Holstein,code01,86.12
2007,Percentage,Foreigns,Male,Schleswig-Holstein,code01,85.86
2008,Percentage,Foreigns,Male,Schleswig-Holstein,code01,87.81
2009,Percentage,Foreigns,Male,Schleswig-Holstein,code01,89.13
2010,Percentage,Foreigns,Male,Schleswig-Holstein,code01,91.01
2011,Percentage,Foreigns,Male,Schleswig-Holstein,code01,92.25
2012,Percentage,Foreigns,Male,Schleswig-Holstein,code01,92.15
2013,Percentage,Foreigns,Male,Schleswig-Holstein,code01,87.44
2014,Percentage,Foreigns,Male,Schleswig-Holstein,code01,89.32
2015,Percentage,Foreigns,Male,Schleswig-Holstein,code01,90.54
2016,Percentage,Foreigns,Male,Schleswig-Holstein,code01,87.28
2017,Percentage,Foreigns,Male,Schleswig-Holstein,code01,86.3
2018,Percentage,Foreigns,Male,Schleswig-Holstein,code01,82.42
2019,Percentage,Foreigns,Male,Schleswig-Holstein,code01,79.72
2020,Percentage,Foreigns,Male,Schleswig-Holstein,code01,80.84
1996,Percentage,Foreigns,,Schleswig-Holstein,code01,74.55
1997,Percentage,Foreigns,,Schleswig-Holstein,code01,67.89
1998,Percentage,Foreigns,,Schleswig-Holstein,code01,72.31
1999,Percentage,Foreigns,,Schleswig-Holstein,code01,73.23
2000,Percentage,Foreigns,,Schleswig-Holstein,code01,74.08
2001,Percentage,Foreigns,,Schleswig-Holstein,code01,74.53
2002,Percentage,Foreigns,,Schleswig-Holstein,code01,78.74
2003,Percentage,Foreigns,,Schleswig-Holstein,code01,78.8
2004,Percentage,Foreigns,,Schleswig-Holstein,code01,76.08
2005,Percentage,Foreigns,,Schleswig-Holstein,code01,79.25
2006,Percentage,Foreigns,,Schleswig-Holstein,code01,77.0
2007,Percentage,Foreigns,,Schleswig-Holstein,code01,82.01
2008,Percentage,Foreigns,,Schleswig-Holstein,code01,81.79
2009,Percentage,Foreigns,,Schleswig-Holstein,code01,85.65
2010,Percentage,Foreigns,,Schleswig-Holstein,code01,84.34
2011,Percentage,Foreigns,,Schleswig-Holstein,code01,84.37
2012,Percentage,Foreigns,,Schleswig-Holstein,code01,85.16
2013,Percentage,Foreigns,,Schleswig-Holstein,code01,84.87
2014,Percentage,Foreigns,,Schleswig-Holstein,code01,84.87
2015,Percentage,Foreigns,,Schleswig-Holstein,code01,83.6
2016,Percentage,Foreigns,,Schleswig-Holstein,code01,78.9
2017,Percentage,Foreigns,,Schleswig-Holstein,code01,75.37
2018,Percentage,Foreigns,,Schleswig-Holstein,code01,73.88
2019,Percentage,Foreigns,,Schleswig-Holstein,code01,69.8
2020,Percentage,Foreigns,,Schleswig-Holstein,code01,75.0
1996,Percentage,Foreigns,Female,Thuringia,code16,62.12
1997,Percentage,Foreigns,Female,Thuringia,code16,60.53
1998,Percentage,Foreigns,Female,Thuringia,code16,61.46
1999,Percentage,Foreigns,Female,Thuringia,code16,55.88
2000,Percentage,Foreigns,Female,Thuringia,code16,61.54
2001,Percentage,Foreigns,Female,Thuringia,code16,61.6
2002,Percentage,Foreigns,Female,Thuringia,code16,74.38
2003,Percentage,Foreigns,Female,Thuringia,code16,82.58
2004,Percentage,Foreigns,Female,Thuringia,code16,84.51
2005,Percentage,Foreigns,Female,Thuringia,code16,82.42
2006,Percentage,Foreigns,Female,Thuringia,code16,81.62
2007,Percentage,Foreigns,Female,Thuringia,code16,85.63
2008,Percentage,Foreigns,Female,Thuringia,code16,84.62
2009,Percentage,Foreigns,Female,Thuringia,code16,89.64
2010,Percentage,Foreigns,Female,Thuringia,code16,89.96
2011,Percentage,Foreigns,Female,Thuringia,code16,89.41
2012,Percentage,Foreigns,Female,Thuringia,code16,90.78
2013,Percentage,Foreigns,Female,Thuringia,code16,84.87
2014,Percentage,Foreigns,Female,Thuringia,code16,86.71
2015,Percentage,Foreigns,Female,Thuringia,code16,81.79
2016,Percentage,Foreigns,Female,Thuringia,code16,77.27
2017,Percentage,Foreigns,Female,Thuringia,code16,53.2
2018,Percentage,Foreigns,Female,Thuringia,code16,61.77
2019,Percentage,Foreigns,Female,Thuringia,code16,67.12
2020,Percentage,Foreigns,Female,Thuringia,code16,72.72
1996,Percentage,Foreigns,Male,Thuringia,code16,56.52
1997,Percentage,Foreigns,Male,Thuringia,code16,58.33
1998,Percentage,Foreigns,Male,Thuringia,code16,74.36
1999,Percentage,Foreigns,Male,Thuringia,code16,62.79
2000,Percentage,Foreigns,Male,Thuringia,code16,69.35
2001,Percentage,Foreigns,Male,Thuringia,code16,63.08
2002,Percentage,Foreigns,Male,Thuringia,code16,79.03
2003,Percentage,Foreigns,Male,Thuringia,code16,81.16
2004,Percentage,Foreigns,Male,Thuringia,code16,86.11
2005,Percentage,Foreigns,Male,Thuringia,code16,87.8
2006,Percentage,Foreigns,Male,Thuringia,code16,85.71
2007,Percentage,Foreigns,Male,Thuringia,code16,89.74
2008,Percentage,Foreigns,Male,Thuringia,code16,91.55
2009,Percentage,Foreigns,Male,Thuringia,code16,93.7
2010,Percentage,Foreigns,Male,Thuringia,code16,92.86
2011,Percentage,Foreigns,Male,Thuringia,code16,93.28
2012,Percentage,Foreigns,Male,Thuringia,code16,91.59
2013,Percentage,Foreigns,Male,Thuringia,code16,87.94
2014,Percentage,Foreigns,Male,Thuringia,code16,89.51
2015,Percentage,Foreigns,Male,Thuringia,code16,83.69
2016,Percentage,Foreigns,Male,Thuringia,code16,85.44
2017,Percentage,Foreigns,Male,Thuringia,code16,67.41
2018,Percentage,Foreigns,Male,Thuringia,code16,67.9
2019,Percentage,Foreigns,Male,Thuringia,code16,76.38
2020,Percentage,Foreigns,Male,Thuringia,code16,74.76
1996,Percentage,Foreigns,,Thuringia,code16,65.12
1997,Percentage,Foreigns,,Thuringia,code16,62.5
1998,Percentage,Foreigns,,Thuringia,code16,52.63
1999,Percentage,Foreigns,,Thuringia,code16,50.85
2000,Percentage,Foreigns,,Thuringia,code16,56.38
2001,Percentage,Foreigns,,Thuringia,code16,60.0
2002,Percentage,Foreigns,,Thuringia,code16,69.49
2003,Percentage,Foreigns,,Thuringia,code16,83.72
2004,Percentage,Foreigns,,Thuringia,code16,82.86
2005,Percentage,Foreigns,,Thuringia,code16,78.0
2006,Percentage,Foreigns,,Thuringia,code16,78.7
2007,Percentage,Foreigns,,Thuringia,code16,81.71
2008,Percentage,Foreigns,,Thuringia,code16,78.82
2009,Percentage,Foreigns,,Thuringia,code16,85.48
2010,Percentage,Foreigns,,Thuringia,code16,87.22
2011,Percentage,Foreigns,,Thuringia,code16,85.47
2012,Percentage,Foreigns,,Thuringia,code16,90.0
2013,Percentage,Foreigns,,Thuringia,code16,81.54
2014,Percentage,Foreigns,,Thuringia,code16,83.06
2015,Percentage,Foreigns,,Thuringia,code16,79.86
2016,Percentage,Foreigns,,Thuringia,code16,70.7
2017,Percentage,Foreigns,,Thuringia,code16,44.95
2018,Percentage,Foreigns,,Thuringia,code16,58.77
2019,Percentage,Foreigns,,Thuringia,code16,60.95
2020,Percentage,Foreigns,,Thuringia,code16,71.03
1996,Percentage,Germans,,Baden-Wuerttemberg,code08,93.7
1997,Percentage,Germans,,Baden-Wuerttemberg,code08,94.02
1998,Percentage,Germans,,Baden-Wuerttemberg,code08,93.98
1999,Percentage,Germans,,Baden-Wuerttemberg,code08,93.9
2000,Percentage,Germans,,Baden-Wuerttemberg,code08,93.71
2001,Percentage,Germans,,Baden-Wuerttemberg,code08,93.67
2002,Percentage,Germans,,Baden-Wuerttemberg,code08,93.82
2003,Percentage,Germans,,Baden-Wuerttemberg,code08,94.31
2004,Percentage,Germans,,Baden-Wuerttemberg,code08,94.35
2005,Percentage,Germans,,Baden-Wuerttemberg,code08,94.67
2006,Percentage,Germans,,Baden-Wuerttemberg,code08,95.09
2007,Percentage,Germans,,Baden-Wuerttemberg,code08,95.47
2008,Percentage,Germans,,Baden-Wuerttemberg,code08,95.7
2009,Percentage,Germans,,Baden-Wuerttemberg,code08,95.63
2010,Percentage,Germans,,Baden-Wuerttemberg,code08,95.83
2011,Percentage,Germans,,Baden-Wuerttemberg,code08,96.03
2012,Percentage,Germans,,Baden-Wuerttemberg,code08,96.56
2013,Percentage,Germans,,Baden-Wuerttemberg,code08,96.23
2014,Percentage,Germans,,Baden-Wuerttemberg,code08,95.89
2015,Percentage,Germans,,Baden-Wuerttemberg,code08,95.9
2016,Percentage,Germans,,Baden-Wuerttemberg,code08,95.7
2017,Percentage,Germans,,Baden-Wuerttemberg,code08,94.81
2018,Percentage,Germans,,Baden-Wuerttemberg,code08,94.91
2019,Percentage,Germans,,Baden-Wuerttemberg,code08,95.19
2020,Percentage,Germans,,Baden-Wuerttemberg,code08,95.64
1996,Percentage,Germans,,Bavaria,code09,93.08
1997,Percentage,Germans,,Bavaria,code09,92.65
1998,Percentage,Germans,,Bavaria,code09,92.3
1999,Percentage,Germans,,Bavaria,code09,92.56
2000,Percentage,Germans,,Bavaria,code09,92.1
2001,Percentage,Germans,,Bavaria,code09,91.4
2002,Percentage,Germans,,Bavaria,code09,91.83
2003,Percentage,Germans,,Bavaria,code09,92.47
2004,Percentage,Germans,,Bavaria,code09,92.62
2005,Percentage,Germans,,Bavaria,code09,93.19
2006,Percentage,Germans,,Bavaria,code09,93.58
2007,Percentage,Germans,,Bavaria,code09,93.99
2008,Percentage,Germans,,Bavaria,code09,94.55
2009,Percentage,Germans,,Bavaria,code09,94.93
2010,Percentage,Germans,,Bavaria,code09,95.19
2011,Percentage,Germans,,Bavaria,code09,96.41
2012,Percentage,Germans,,Bavaria,code09,95.97
2013,Percentage,Germans,,Bavaria,code09,96.24
2014,Percentage,Germans,,Bavaria,code09,96.41
2015,Percentage,Germans,,Bavaria,code09,96.31
2016,Percentage,Germans,,Bavaria,code09,96.39
2017,Percentage,Germans,,Bavaria,code09,96.12
2018,Percentage,Germans,,Bavaria,code09,95.94
2019,Percentage,Germans,,Bavaria,code09,95.98
2020,Percentage,Germans,,Bavaria,code09,96.24
1996,Percentage,Germans,,Berlin,code11,90.79
1997,Percentage,Germans,,Berlin,code11,90.26
1998,Percentage,Germans,,Berlin,code11,89.48
1999,Percentage,Germans,,Berlin,code11,89.49
2000,Percentage,Germans,,Berlin,code11,89.63
2001,Percentage,Germans,,Berlin,code11,91.06
2002,Percentage,Germans,,Berlin,code11,91.08
2003,Percentage,Germans,,Berlin,code11,91.17
2004,Percentage,Germans,,Berlin,code11,91.64
2005,Percentage,Germans,,Berlin,code11,92.64
2006,Percentage,Germans,,Berlin,code11,92.56
2007,Percentage,Germans,,Berlin,code11,92.37
2008,Percentage,Germans,,Berlin,code11,92.6
2009,Percentage,Germans,,Berlin,code11,92.58
2010,Percentage,Germans,,Berlin,code11,92.5
2011,Percentage,Germans,,Berlin,code11,92.72
