Year,Value,Units,Series,GeoCode
2006,69.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,71.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,71.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,71.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,72.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,73.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,74.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,74.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,75.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,75.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,75.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,76.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,77.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,77.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,76.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,76.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,56.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,57.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,58.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,58.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,58.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,60.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,62.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,63.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,64.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,65.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,65.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,67.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,67.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,68.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,69.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,69.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,70.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,71.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,72.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,73.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,72.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,72.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,76.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,76.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,75.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,74.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,73.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,75.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,76.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,78.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,79.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,78.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,78.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,80.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,80.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,80.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,80.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,80.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,80.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,80.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,81.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,82.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,80.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,80.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,69.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,69.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,70.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,70.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,68.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,70.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,72.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,75.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,75.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,75.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,76.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,76.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,77.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,77.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,78.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,78.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,78.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,78.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,79.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,80.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,78.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,79.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,59.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,60.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,61.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,61.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,60.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,62.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,65.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,68.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,68.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,68.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,69.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,70.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,71.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,71.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,72.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,73.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,74.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,74.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,74.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,75.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,75.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,75.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,78.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,78.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,78.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,78.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,77.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,78.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,79.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,82.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,82.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,81.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,82.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,82.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,83.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,83.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,83.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,83.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,82.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,83.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,84.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,85.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,82.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,83.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,64.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,64.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,65.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,63.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,65.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,66.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,68.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,70.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,71.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,70.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,71.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,72.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,72.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,73.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,73.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,74.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,75.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,76.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,77.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,77.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,77.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,79.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,54.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,54.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,56.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,56.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,57.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,59.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,60.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,62.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,64.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,63.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,64.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,65.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,66.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,67.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,67.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,69.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,71.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,72.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,73.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,73.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,73.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,75.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,73.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,75.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,73.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,71.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,72.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,73.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,75.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,77.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,78.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,77.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,78.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,78.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,79.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,79.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,80.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,79.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,79.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,80.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,81.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,81.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,80.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,82.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,66.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,65.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,64.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,64.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,63.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,66.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,68.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,70.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,72.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,72.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,74.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,75.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,76.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,77.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,77.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,78.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,79.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,81.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,81.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,82.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,81.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,82.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,61.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,62.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,61.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,62.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,62.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,64.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,65.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,67.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,69.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,70.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,71.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,73.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,73.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,74.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,75.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,76.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,77.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,79.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,79.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,80.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,80.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,79.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,70.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,68.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,67.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,67.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,65.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,68.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,70.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,73.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,74.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,75.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,76.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,78.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,78.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,79.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,80.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,80.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,81.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,82.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,83.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,84.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,83.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,84.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,62.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,62.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,63.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,63.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,61.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,64.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,66.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,69.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,70.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,71.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,73.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,74.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,75.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,75.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,75.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,76.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,76.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,77.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,78.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,79.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,79.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,79.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,57.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,58.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,59.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,59.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,58.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,60.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,63.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,66.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,66.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,69.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,71.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,72.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,72.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,72.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,73.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,74.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,74.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,76.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,76.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,77.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,77.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,75.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,66.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,67.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,66.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,66.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,64.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,67.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,70.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,72.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,73.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,73.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,75.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,77.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,77.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,78.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,77.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,78.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,78.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,78.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,80.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,81.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,81.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,82.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,69.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,69.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,69.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,70.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,69.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,70.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,72.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,73.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
