Year,Units,Display,Time series,Region,GeoCode,Value
2009,Number,Time series,Researchers from LDCs,Saarland,,8
2010,Number,Time series,Researchers from LDCs,Saarland,,6
2011,Number,Time series,Researchers from LDCs,Saarland,,6
2012,Number,Time series,Researchers from LDCs,Saarland,,5
2013,Number,Time series,Researchers from LDCs,Saarland,,3
2014,Number,Time series,Researchers from LDCs,Saarland,,5
2015,Number,Time series,Researchers from LDCs,Saarland,,5
2016,Number,Time series,Researchers from LDCs,Saarland,,5
2017,Number,Time series,Researchers from LDCs,Saarland,,1
2018,Number,Time series,Researchers from LDCs,Saarland,,8
2019,Number,Time series,Researchers from LDCs,Saarland,,9
2006,Number,Time series,Researchers from LDCs,Saxony,,19
2007,Number,Time series,Researchers from LDCs,Saxony,,17
2008,Number,Time series,Researchers from LDCs,Saxony,,19
2009,Number,Time series,Researchers from LDCs,Saxony,,23
2010,Number,Time series,Researchers from LDCs,Saxony,,29
2011,Number,Time series,Researchers from LDCs,Saxony,,24
2012,Number,Time series,Researchers from LDCs,Saxony,,32
2013,Number,Time series,Researchers from LDCs,Saxony,,32
2014,Number,Time series,Researchers from LDCs,Saxony,,30
2015,Number,Time series,Researchers from LDCs,Saxony,,36
2016,Number,Time series,Researchers from LDCs,Saxony,,35
2017,Number,Time series,Researchers from LDCs,Saxony,,42
2018,Number,Time series,Researchers from LDCs,Saxony,,56
2019,Number,Time series,Researchers from LDCs,Saxony,,53
2006,Number,Time series,Researchers from LDCs,Saxony-Anhalt,,5
2007,Number,Time series,Researchers from LDCs,Saxony-Anhalt,,1
2008,Number,Time series,Researchers from LDCs,Saxony-Anhalt,,3
2009,Number,Time series,Researchers from LDCs,Saxony-Anhalt,,5
2010,Number,Time series,Researchers from LDCs,Saxony-Anhalt,,5
2011,Number,Time series,Researchers from LDCs,Saxony-Anhalt,,3
2012,Number,Time series,Researchers from LDCs,Saxony-Anhalt,,4
2013,Number,Time series,Researchers from LDCs,Saxony-Anhalt,,8
2014,Number,Time series,Researchers from LDCs,Saxony-Anhalt,,9
2015,Number,Time series,Researchers from LDCs,Saxony-Anhalt,,10
2016,Number,Time series,Researchers from LDCs,Saxony-Anhalt,,7
2017,Number,Time series,Researchers from LDCs,Saxony-Anhalt,,9
2018,Number,Time series,Researchers from LDCs,Saxony-Anhalt,,17
2019,Number,Time series,Researchers from LDCs,Saxony-Anhalt,,14
2006,Number,Time series,Researchers from LDCs,Schleswig-Holstein,,5
2007,Number,Time series,Researchers from LDCs,Schleswig-Holstein,,6
2008,Number,Time series,Researchers from LDCs,Schleswig-Holstein,,8
2009,Number,Time series,Researchers from LDCs,Schleswig-Holstein,,11
2010,Number,Time series,Researchers from LDCs,Schleswig-Holstein,,10
2011,Number,Time series,Researchers from LDCs,Schleswig-Holstein,,13
2012,Number,Time series,Researchers from LDCs,Schleswig-Holstein,,11
2013,Number,Time series,Researchers from LDCs,Schleswig-Holstein,,13
2014,Number,Time series,Researchers from LDCs,Schleswig-Holstein,,15
2015,Number,Time series,Researchers from LDCs,Schleswig-Holstein,,12
2016,Number,Time series,Researchers from LDCs,Schleswig-Holstein,,14
2017,Number,Time series,Researchers from LDCs,Schleswig-Holstein,,17
2018,Number,Time series,Researchers from LDCs,Schleswig-Holstein,,23
2019,Number,Time series,Researchers from LDCs,Schleswig-Holstein,,27
2006,Number,Time series,Researchers from LDCs,Thuringia,,3
2007,Number,Time series,Researchers from LDCs,Thuringia,,5
2008,Number,Time series,Researchers from LDCs,Thuringia,,7
2009,Number,Time series,Researchers from LDCs,Thuringia,,13
2010,Number,Time series,Researchers from LDCs,Thuringia,,12
2011,Number,Time series,Researchers from LDCs,Thuringia,,12
2012,Number,Time series,Researchers from LDCs,Thuringia,,15
2013,Number,Time series,Researchers from LDCs,Thuringia,,22
2014,Number,Time series,Researchers from LDCs,Thuringia,,20
2015,Number,Time series,Researchers from LDCs,Thuringia,,20
2016,Number,Time series,Researchers from LDCs,Thuringia,,17
2017,Number,Time series,Researchers from LDCs,Thuringia,,19
2018,Number,Time series,Researchers from LDCs,Thuringia,,29
2019,Number,Time series,Researchers from LDCs,Thuringia,,23
2005,Number,Time series,Researchers from other developing and emerging countries,,,5848
2006,Number,Time series,Researchers from other developing and emerging countries,,,6434
2007,Number,Time series,Researchers from other developing and emerging countries,,,6766
2008,Number,Time series,Researchers from other developing and emerging countries,,,8180
2009,Number,Time series,Researchers from other developing and emerging countries,,,9482
2010,Number,Time series,Researchers from other developing and emerging countries,,,10614
2011,Number,Time series,Researchers from other developing and emerging countries,,,10946
2012,Number,Time series,Researchers from other developing and emerging countries,,,11741
2013,Number,Time series,Researchers from other developing and emerging countries,,,12865
2014,Number,Time series,Researchers from other developing and emerging countries,,,13837
2015,Number,Time series,Researchers from other developing and emerging countries,,,14592
2016,Number,Time series,Researchers from other developing and emerging countries,,,15317
2017,Number,Time series,Researchers from other developing and emerging countries,,,16904
2018,Number,Time series,Researchers from other developing and emerging countries,,,18429
2019,Number,Time series,Researchers from other developing and emerging countries,,,20214
2006,Number,Time series,Researchers from other developing and emerging countries,Baden-Wuerttemberg,,1190
2007,Number,Time series,Researchers from other developing and emerging countries,Baden-Wuerttemberg,,1333
2008,Number,Time series,Researchers from other developing and emerging countries,Baden-Wuerttemberg,,1579
2009,Number,Time series,Researchers from other developing and emerging countries,Baden-Wuerttemberg,,1847
2010,Number,Time series,Researchers from other developing and emerging countries,Baden-Wuerttemberg,,2049
2011,Number,Time series,Researchers from other developing and emerging countries,Baden-Wuerttemberg,,1986
2012,Number,Time series,Researchers from other developing and emerging countries,Baden-Wuerttemberg,,2155
2013,Number,Time series,Researchers from other developing and emerging countries,Baden-Wuerttemberg,,2388
2014,Number,Time series,Researchers from other developing and emerging countries,Baden-Wuerttemberg,,2547
2015,Number,Time series,Researchers from other developing and emerging countries,Baden-Wuerttemberg,,2691
2016,Number,Time series,Researchers from other developing and emerging countries,Baden-Wuerttemberg,,2761
2017,Number,Time series,Researchers from other developing and emerging countries,Baden-Wuerttemberg,,3164
2018,Number,Time series,Researchers from other developing and emerging countries,Baden-Wuerttemberg,,3314
2019,Number,Time series,Researchers from other developing and emerging countries,Baden-Wuerttemberg,,3458
2006,Number,Time series,Researchers from other developing and emerging countries,Bavaria,,872
2007,Number,Time series,Researchers from other developing and emerging countries,Bavaria,,934
2008,Number,Time series,Researchers from other developing and emerging countries,Bavaria,,1171
2009,Number,Time series,Researchers from other developing and emerging countries,Bavaria,,1296
2010,Number,Time series,Researchers from other developing and emerging countries,Bavaria,,1483
2011,Number,Time series,Researchers from other developing and emerging countries,Bavaria,,1612
2012,Number,Time series,Researchers from other developing and emerging countries,Bavaria,,1767
2013,Number,Time series,Researchers from other developing and emerging countries,Bavaria,,1956
2014,Number,Time series,Researchers from other developing and emerging countries,Bavaria,,2150
2015,Number,Time series,Researchers from other developing and emerging countries,Bavaria,,2212
2016,Number,Time series,Researchers from other developing and emerging countries,Bavaria,,2280
2017,Number,Time series,Researchers from other developing and emerging countries,Bavaria,,2425
2018,Number,Time series,Researchers from other developing and emerging countries,Bavaria,,2600
2019,Number,Time series,Researchers from other developing and emerging countries,Bavaria,,2910
2006,Number,Time series,Researchers from other developing and emerging countries,Berlin,,468
2007,Number,Time series,Researchers from other developing and emerging countries,Berlin,,461
2008,Number,Time series,Researchers from other developing and emerging countries,Berlin,,550
2009,Number,Time series,Researchers from other developing and emerging countries,Berlin,,597
2010,Number,Time series,Researchers from other developing and emerging countries,Berlin,,620
2011,Number,Time series,Researchers from other developing and emerging countries,Berlin,,603
2012,Number,Time series,Researchers from other developing and emerging countries,Berlin,,672
2013,Number,Time series,Researchers from other developing and emerging countries,Berlin,,688
2014,Number,Time series,Researchers from other developing and emerging countries,Berlin,,765
2015,Number,Time series,Researchers from other developing and emerging countries,Berlin,,858
2016,Number,Time series,Researchers from other developing and emerging countries,Berlin,,877
2017,Number,Time series,Researchers from other developing and emerging countries,Berlin,,934
2018,Number,Time series,Researchers from other developing and emerging countries,Berlin,,1000
2019,Number,Time series,Researchers from other developing and emerging countries,Berlin,,1138
2006,Number,Time series,Researchers from other developing and emerging countries,Brandenburg,,97
2007,Number,Time series,Researchers from other developing and emerging countries,Brandenburg,,109
2008,Number,Time series,Researchers from other developing and emerging countries,Brandenburg,,124
2009,Number,Time series,Researchers from other developing and emerging countries,Brandenburg,,151
2010,Number,Time series,Researchers from other developing and emerging countries,Brandenburg,,170
2011,Number,Time series,Researchers from other developing and emerging countries,Brandenburg,,208
2012,Number,Time series,Researchers from other developing and emerging countries,Brandenburg,,204
2013,Number,Time series,Researchers from other developing and emerging countries,Brandenburg,,209
2014,Number,Time series,Researchers from other developing and emerging countries,Brandenburg,,227
2015,Number,Time series,Researchers from other developing and emerging countries,Brandenburg,,232
2016,Number,Time series,Researchers from other developing and emerging countries,Brandenburg,,267
2017,Number,Time series,Researchers from other developing and emerging countries,Brandenburg,,322
2018,Number,Time series,Researchers from other developing and emerging countries,Brandenburg,,352
2019,Number,Time series,Researchers from other developing and emerging countries,Brandenburg,,414
2006,Number,Time series,Researchers from other developing and emerging countries,Bremen,,108
2007,Number,Time series,Researchers from other developing and emerging countries,Bremen,,96
2008,Number,Time series,Researchers from other developing and emerging countries,Bremen,,116
2009,Number,Time series,Researchers from other developing and emerging countries,Bremen,,156
2010,Number,Time series,Researchers from other developing and emerging countries,Bremen,,181
2011,Number,Time series,Researchers from other developing and emerging countries,Bremen,,184
2012,Number,Time series,Researchers from other developing and emerging countries,Bremen,,177
2013,Number,Time series,Researchers from other developing and emerging countries,Bremen,,193
2014,Number,Time series,Researchers from other developing and emerging countries,Bremen,,192
2015,Number,Time series,Researchers from other developing and emerging countries,Bremen,,195
2016,Number,Time series,Researchers from other developing and emerging countries,Bremen,,204
2017,Number,Time series,Researchers from other developing and emerging countries,Bremen,,225
2018,Number,Time series,Researchers from other developing and emerging countries,Bremen,,219
2019,Number,Time series,Researchers from other developing and emerging countries,Bremen,,238
2006,Number,Time series,Researchers from other developing and emerging countries,Hamburg,,162
2007,Number,Time series,Researchers from other developing and emerging countries,Hamburg,,215
2008,Number,Time series,Researchers from other developing and emerging countries,Hamburg,,242
2009,Number,Time series,Researchers from other developing and emerging countries,Hamburg,,272
2010,Number,Time series,Researchers from other developing and emerging countries,Hamburg,,282
2011,Number,Time series,Researchers from other developing and emerging countries,Hamburg,,281
2012,Number,Time series,Researchers from other developing and emerging countries,Hamburg,,281
2013,Number,Time series,Researchers from other developing and emerging countries,Hamburg,,330
2014,Number,Time series,Researchers from other developing and emerging countries,Hamburg,,340
2015,Number,Time series,Researchers from other developing and emerging countries,Hamburg,,347
2016,Number,Time series,Researchers from other developing and emerging countries,Hamburg,,416
2017,Number,Time series,Researchers from other developing and emerging countries,Hamburg,,442
2018,Number,Time series,Researchers from other developing and emerging countries,Hamburg,,496
2019,Number,Time series,Researchers from other developing and emerging countries,Hamburg,,578
2006,Number,Time series,Researchers from other developing and emerging countries,Hesse,,469
2007,Number,Time series,Researchers from other developing and emerging countries,Hesse,,520
2008,Number,Time series,Researchers from other developing and emerging countries,Hesse,,628
2009,Number,Time series,Researchers from other developing and emerging countries,Hesse,,730
2010,Number,Time series,Researchers from other developing and emerging countries,Hesse,,836
2011,Number,Time series,Researchers from other developing and emerging countries,Hesse,,898
2012,Number,Time series,Researchers from other developing and emerging countries,Hesse,,921
2013,Number,Time series,Researchers from other developing and emerging countries,Hesse,,1017
2014,Number,Time series,Researchers from other developing and emerging countries,Hesse,,1063
2015,Number,Time series,Researchers from other developing and emerging countries,Hesse,,1065
2016,Number,Time series,Researchers from other developing and emerging countries,Hesse,,1089
2017,Number,Time series,Researchers from other developing and emerging countries,Hesse,,1146
2018,Number,Time series,Researchers from other developing and emerging countries,Hesse,,1238
2019,Number,Time series,Researchers from other developing and emerging countries,Hesse,,1344
2006,Number,Time series,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,,67
2007,Number,Time series,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,,73
2008,Number,Time series,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,,94
2009,Number,Time series,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,,102
2010,Number,Time series,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,,139
2011,Number,Time series,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,,128
2012,Number,Time series,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,,139
2013,Number,Time series,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,,160
2014,Number,Time series,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,,176
2015,Number,Time series,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,,176
2016,Number,Time series,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,,194
2017,Number,Time series,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,,209
2018,Number,Time series,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,,239
2019,Number,Time series,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,,276
2006,Number,Time series,Researchers from other developing and emerging countries,Lower Saxony,,519
2007,Number,Time series,Researchers from other developing and emerging countries,Lower Saxony,,646
2008,Number,Time series,Researchers from other developing and emerging countries,Lower Saxony,,710
2009,Number,Time series,Researchers from other developing and emerging countries,Lower Saxony,,797
2010,Number,Time series,Researchers from other developing and emerging countries,Lower Saxony,,883
2011,Number,Time series,Researchers from other developing and emerging countries,Lower Saxony,,915
2012,Number,Time series,Researchers from other developing and emerging countries,Lower Saxony,,1010
2013,Number,Time series,Researchers from other developing and emerging countries,Lower Saxony,,1132
2014,Number,Time series,Researchers from other developing and emerging countries,Lower Saxony,,1140
2015,Number,Time series,Researchers from other developing and emerging countries,Lower Saxony,,1206
2016,Number,Time series,Researchers from other developing and emerging countries,Lower Saxony,,1250
2017,Number,Time series,Researchers from other developing and emerging countries,Lower Saxony,,1343
2018,Number,Time series,Researchers from other developing and emerging countries,Lower Saxony,,1475
2019,Number,Time series,Researchers from other developing and emerging countries,Lower Saxony,,1549
2006,Number,Time series,Researchers from other developing and emerging countries,North Rhine-Westphalia,,1399
2007,Number,Time series,Researchers from other developing and emerging countries,North Rhine-Westphalia,,1240
2008,Number,Time series,Researchers from other developing and emerging countries,North Rhine-Westphalia,,1675
2009,Number,Time series,Researchers from other developing and emerging countries,North Rhine-Westphalia,,2017
2010,Number,Time series,Researchers from other developing and emerging countries,North Rhine-Westphalia,,2178
2011,Number,Time series,Researchers from other developing and emerging countries,North Rhine-Westphalia,,2221
2012,Number,Time series,Researchers from other developing and emerging countries,North Rhine-Westphalia,,2293
2013,Number,Time series,Researchers from other developing and emerging countries,North Rhine-Westphalia,,2473
2014,Number,Time series,Researchers from other developing and emerging countries,North Rhine-Westphalia,,2749
2015,Number,Time series,Researchers from other developing and emerging countries,North Rhine-Westphalia,,2949
2016,Number,Time series,Researchers from other developing and emerging countries,North Rhine-Westphalia,,3199
2017,Number,Time series,Researchers from other developing and emerging countries,North Rhine-Westphalia,,3539
2018,Number,Time series,Researchers from other developing and emerging countries,North Rhine-Westphalia,,3955
2019,Number,Time series,Researchers from other developing and emerging countries,North Rhine-Westphalia,,4306
2006,Number,Time series,Researchers from other developing and emerging countries,Rhineland Palatinate,,238
2007,Number,Time series,Researchers from other developing and emerging countries,Rhineland Palatinate,,254
2008,Number,Time series,Researchers from other developing and emerging countries,Rhineland Palatinate,,291
2009,Number,Time series,Researchers from other developing and emerging countries,Rhineland Palatinate,,302
2010,Number,Time series,Researchers from other developing and emerging countries,Rhineland Palatinate,,404
2011,Number,Time series,Researchers from other developing and emerging countries,Rhineland Palatinate,,412
2012,Number,Time series,Researchers from other developing and emerging countries,Rhineland Palatinate,,472
2013,Number,Time series,Researchers from other developing and emerging countries,Rhineland Palatinate,,505
2014,Number,Time series,Researchers from other developing and emerging countries,Rhineland Palatinate,,514
2015,Number,Time series,Researchers from other developing and emerging countries,Rhineland Palatinate,,529
2016,Number,Time series,Researchers from other developing and emerging countries,Rhineland Palatinate,,602
2017,Number,Time series,Researchers from other developing and emerging countries,Rhineland Palatinate,,640
2018,Number,Time series,Researchers from other developing and emerging countries,Rhineland Palatinate,,653
2019,Number,Time series,Researchers from other developing and emerging countries,Rhineland Palatinate,,756
2006,Number,Time series,Researchers from other developing and emerging countries,Saarland,,111
2007,Number,Time series,Researchers from other developing and emerging countries,Saarland,,102
2008,Number,Time series,Researchers from other developing and emerging countries,Saarland,,108
2009,Number,Time series,Researchers from other developing and emerging countries,Saarland,,162
2010,Number,Time series,Researchers from other developing and emerging countries,Saarland,,182
2011,Number,Time series,Researchers from other developing and emerging countries,Saarland,,227
2012,Number,Time series,Researchers from other developing and emerging countries,Saarland,,236
2013,Number,Time series,Researchers from other developing and emerging countries,Saarland,,271
2014,Number,Time series,Researchers from other developing and emerging countries,Saarland,,299
2015,Number,Time series,Researchers from other developing and emerging countries,Saarland,,330
2016,Number,Time series,Researchers from other developing and emerging countries,Saarland,,325
2017,Number,Time series,Researchers from other developing and emerging countries,Saarland,,322
2018,Number,Time series,Researchers from other developing and emerging countries,Saarland,,384
2019,Number,Time series,Researchers from other developing and emerging countries,Saarland,,371
2006,Number,Time series,Researchers from other developing and emerging countries,Saxony,,304
2007,Number,Time series,Researchers from other developing and emerging countries,Saxony,,326
2008,Number,Time series,Researchers from other developing and emerging countries,Saxony,,376
2009,Number,Time series,Researchers from other developing and emerging countries,Saxony,,445
2010,Number,Time series,Researchers from other developing and emerging countries,Saxony,,487
2011,Number,Time series,Researchers from other developing and emerging countries,Saxony,,498
2012,Number,Time series,Researchers from other developing and emerging countries,Saxony,,549
2013,Number,Time series,Researchers from other developing and emerging countries,Saxony,,650
2014,Number,Time series,Researchers from other developing and emerging countries,Saxony,,741
2015,Number,Time series,Researchers from other developing and emerging countries,Saxony,,766
2016,Number,Time series,Researchers from other developing and emerging countries,Saxony,,845
2017,Number,Time series,Researchers from other developing and emerging countries,Saxony,,1003
2018,Number,Time series,Researchers from other developing and emerging countries,Saxony,,1114
2019,Number,Time series,Researchers from other developing and emerging countries,Saxony,,1338
2006,Number,Time series,Researchers from other developing and emerging countries,Saxony-Anhalt,,136
2007,Number,Time series,Researchers from other developing and emerging countries,Saxony-Anhalt,,161
2008,Number,Time series,Researchers from other developing and emerging countries,Saxony-Anhalt,,175
2009,Number,Time series,Researchers from other developing and emerging countries,Saxony-Anhalt,,195
2010,Number,Time series,Researchers from other developing and emerging countries,Saxony-Anhalt,,227
2011,Number,Time series,Researchers from other developing and emerging countries,Saxony-Anhalt,,234
2012,Number,Time series,Researchers from other developing and emerging countries,Saxony-Anhalt,,277
2013,Number,Time series,Researchers from other developing and emerging countries,Saxony-Anhalt,,272
2014,Number,Time series,Researchers from other developing and emerging countries,Saxony-Anhalt,,270
2015,Number,Time series,Researchers from other developing and emerging countries,Saxony-Anhalt,,320
2016,Number,Time series,Researchers from other developing and emerging countries,Saxony-Anhalt,,321
2017,Number,Time series,Researchers from other developing and emerging countries,Saxony-Anhalt,,393
2018,Number,Time series,Researchers from other developing and emerging countries,Saxony-Anhalt,,470
2019,Number,Time series,Researchers from other developing and emerging countries,Saxony-Anhalt,,512
2006,Number,Time series,Researchers from other developing and emerging countries,Schleswig-Holstein,,148
2007,Number,Time series,Researchers from other developing and emerging countries,Schleswig-Holstein,,129
2008,Number,Time series,Researchers from other developing and emerging countries,Schleswig-Holstein,,147
2009,Number,Time series,Researchers from other developing and emerging countries,Schleswig-Holstein,,149
2010,Number,Time series,Researchers from other developing and emerging countries,Schleswig-Holstein,,180
2011,Number,Time series,Researchers from other developing and emerging countries,Schleswig-Holstein,,191
2012,Number,Time series,Researchers from other developing and emerging countries,Schleswig-Holstein,,201
2013,Number,Time series,Researchers from other developing and emerging countries,Schleswig-Holstein,,204
2014,Number,Time series,Researchers from other developing and emerging countries,Schleswig-Holstein,,207
2015,Number,Time series,Researchers from other developing and emerging countries,Schleswig-Holstein,,218
2016,Number,Time series,Researchers from other developing and emerging countries,Schleswig-Holstein,,235
2017,Number,Time series,Researchers from other developing and emerging countries,Schleswig-Holstein,,279
2018,Number,Time series,Researchers from other developing and emerging countries,Schleswig-Holstein,,326
2019,Number,Time series,Researchers from other developing and emerging countries,Schleswig-Holstein,,361
2006,Number,Time series,Researchers from other developing and emerging countries,Thuringia,,146
2007,Number,Time series,Researchers from other developing and emerging countries,Thuringia,,167
2008,Number,Time series,Researchers from other developing and emerging countries,Thuringia,,194
2009,Number,Time series,Researchers from other developing and emerging countries,Thuringia,,264
2010,Number,Time series,Researchers from other developing and emerging countries,Thuringia,,313
2011,Number,Time series,Researchers from other developing and emerging countries,Thuringia,,348
2012,Number,Time series,Researchers from other developing and emerging countries,Thuringia,,387
2013,Number,Time series,Researchers from other developing and emerging countries,Thuringia,,417
2014,Number,Time series,Researchers from other developing and emerging countries,Thuringia,,457
2015,Number,Time series,Researchers from other developing and emerging countries,Thuringia,,498
2016,Number,Time series,Researchers from other developing and emerging countries,Thuringia,,452
2017,Number,Time series,Researchers from other developing and emerging countries,Thuringia,,518
2018,Number,Time series,Researchers from other developing and emerging countries,Thuringia,,594
2019,Number,Time series,Researchers from other developing and emerging countries,Thuringia,,665
