Year,Units,Anzeigen,Zeitreihe,Region,GeoCode,Value
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,47929
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,50866
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,54724
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,56753
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,60421
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,64421
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,5760
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,5969
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,6413
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,6525
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,6335
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,6226
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,5974
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,5990
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,6083
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,6295
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,6620
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,7138
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,7835
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,9016
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Rheinland-Pfalz,,9720
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,1243
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,1365
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,1362
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,1375
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,1434
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,1641
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,1734
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,1808
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,1856
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,1903
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,1952
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,1961
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,2031
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,2203
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Saarland,,2441
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,4328
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,4440
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,4601
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,4440
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,4624
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,4789
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,5172
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,5850
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,6813
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,7861
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,9042
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,9496
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,9846
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,10885
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen,,11245
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,2825
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,2964
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,2997
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,2976
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,3142
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,3330
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,3633
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,3962
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,4198
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,4561
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,4970
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,5061
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,5401
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,5810
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Sachsen-Anhalt,,6336
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,2071
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,2135
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,2149
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,2131
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,2192
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,2219
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,2248
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,2356
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,2400
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,2575
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,2741
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,3116
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,3101
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,3358
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Schleswig-Holstein,,3549
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,1615
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,1759
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,1971
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,1937
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,2169
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,2437
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,2517
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,2860
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,3396
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,3852
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,4243
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,4488
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,4846
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,5500
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Thüringen,,6655
2005,Anzahl,Zeitreihe,Forschende aus LDCs,,,209
2006,Anzahl,Zeitreihe,Forschende aus LDCs,,,212
2007,Anzahl,Zeitreihe,Forschende aus LDCs,,,207
2008,Anzahl,Zeitreihe,Forschende aus LDCs,,,254
2009,Anzahl,Zeitreihe,Forschende aus LDCs,,,299
2010,Anzahl,Zeitreihe,Forschende aus LDCs,,,331
2011,Anzahl,Zeitreihe,Forschende aus LDCs,,,382
2012,Anzahl,Zeitreihe,Forschende aus LDCs,,,420
2013,Anzahl,Zeitreihe,Forschende aus LDCs,,,476
2014,Anzahl,Zeitreihe,Forschende aus LDCs,,,500
2015,Anzahl,Zeitreihe,Forschende aus LDCs,,,517
2016,Anzahl,Zeitreihe,Forschende aus LDCs,,,558
2017,Anzahl,Zeitreihe,Forschende aus LDCs,,,649
2018,Anzahl,Zeitreihe,Forschende aus LDCs,,,687
2019,Anzahl,Zeitreihe,Forschende aus LDCs,,,681
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Baden-Württemberg,,40
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Baden-Württemberg,,45
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Baden-Württemberg,,52
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Baden-Württemberg,,51
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Baden-Württemberg,,57
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Baden-Württemberg,,85
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Baden-Württemberg,,96
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Baden-Württemberg,,93
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Baden-Württemberg,,98
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Baden-Württemberg,,106
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Baden-Württemberg,,118
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Baden-Württemberg,,150
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Baden-Württemberg,,140
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Baden-Württemberg,,141
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Bayern,,26
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Bayern,,23
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Bayern,,24
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Bayern,,35
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Bayern,,39
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Bayern,,57
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Bayern,,67
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Bayern,,68
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Bayern,,71
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Bayern,,70
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Bayern,,60
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Bayern,,75
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Bayern,,63
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Bayern,,76
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Berlin,,6
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Berlin,,5
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Berlin,,7
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Berlin,,8
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Berlin,,10
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Berlin,,11
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Berlin,,12
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Berlin,,19
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Berlin,,22
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Berlin,,25
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Berlin,,34
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Berlin,,30
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Berlin,,31
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Berlin,,35
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Brandenburg,,3
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Brandenburg,,2
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Brandenburg,,6
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Brandenburg,,8
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Brandenburg,,8
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Brandenburg,,5
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Brandenburg,,8
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Brandenburg,,7
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Brandenburg,,4
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Brandenburg,,7
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Brandenburg,,13
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Brandenburg,,6
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Brandenburg,,8
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Brandenburg,,18
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Bremen,,5
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Bremen,,3
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Bremen,,6
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Bremen,,8
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Bremen,,8
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Bremen,,6
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Bremen,,5
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Bremen,,10
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Bremen,,9
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Bremen,,13
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Bremen,,11
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Bremen,,11
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Bremen,,10
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Bremen,,11
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Hamburg,,8
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Hamburg,,11
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Hamburg,,5
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Hamburg,,7
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Hamburg,,14
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Hamburg,,14
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Hamburg,,14
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Hamburg,,19
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Hamburg,,20
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Hamburg,,15
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Hamburg,,19
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Hamburg,,23
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Hamburg,,20
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Hamburg,,19
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Hessen,,18
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Hessen,,19
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Hessen,,20
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Hessen,,17
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Hessen,,27
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Hessen,,25
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Hessen,,26
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Hessen,,36
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Hessen,,40
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Hessen,,42
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Hessen,,53
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Hessen,,58
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Hessen,,59
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Hessen,,43
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Mecklenburg-Vorpommern,,5
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Mecklenburg-Vorpommern,,3
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Mecklenburg-Vorpommern,,4
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Mecklenburg-Vorpommern,,5
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Mecklenburg-Vorpommern,,5
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Mecklenburg-Vorpommern,,14
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Mecklenburg-Vorpommern,,11
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Mecklenburg-Vorpommern,,11
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Mecklenburg-Vorpommern,,13
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Mecklenburg-Vorpommern,,9
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Mecklenburg-Vorpommern,,13
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Mecklenburg-Vorpommern,,17
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Mecklenburg-Vorpommern,,13
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Mecklenburg-Vorpommern,,9
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Niedersachsen,,32
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Niedersachsen,,27
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Niedersachsen,,26
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Niedersachsen,,30
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Niedersachsen,,30
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Niedersachsen,,26
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Niedersachsen,,31
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Niedersachsen,,35
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Niedersachsen,,41
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Niedersachsen,,41
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Niedersachsen,,48
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Niedersachsen,,57
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Niedersachsen,,58
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Niedersachsen,,49
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Nordrhein-Westfalen,,24
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Nordrhein-Westfalen,,24
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Nordrhein-Westfalen,,48
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Nordrhein-Westfalen,,51
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Nordrhein-Westfalen,,51
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Nordrhein-Westfalen,,63
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Nordrhein-Westfalen,,64
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Nordrhein-Westfalen,,85
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Nordrhein-Westfalen,,87
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Nordrhein-Westfalen,,89
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Nordrhein-Westfalen,,99
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Nordrhein-Westfalen,,113
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Nordrhein-Westfalen,,127
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Nordrhein-Westfalen,,123
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Rheinland-Pfalz,,10
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Rheinland-Pfalz,,13
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Rheinland-Pfalz,,15
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Rheinland-Pfalz,,19
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Rheinland-Pfalz,,20
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Rheinland-Pfalz,,18
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Rheinland-Pfalz,,19
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Rheinland-Pfalz,,15
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Rheinland-Pfalz,,16
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Rheinland-Pfalz,,17
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Rheinland-Pfalz,,15
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Rheinland-Pfalz,,21
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Rheinland-Pfalz,,25
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Rheinland-Pfalz,,31
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Saarland,,3
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Saarland,,3
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Saarland,,4
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Saarland,,8
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Saarland,,6
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Saarland,,6
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Saarland,,5
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Saarland,,3
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Saarland,,5
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Saarland,,5
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Saarland,,5
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Saarland,,1
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Saarland,,8
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Saarland,,9
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen,,19
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen,,17
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen,,19
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen,,23
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen,,29
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen,,24
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen,,32
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen,,32
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen,,30
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen,,36
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen,,35
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen,,42
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen,,56
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen,,53
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen-Anhalt,,5
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen-Anhalt,,1
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen-Anhalt,,3
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen-Anhalt,,5
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen-Anhalt,,5
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen-Anhalt,,3
2012,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen-Anhalt,,4
2013,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen-Anhalt,,8
2014,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen-Anhalt,,9
2015,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen-Anhalt,,10
2016,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen-Anhalt,,7
2017,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen-Anhalt,,9
2018,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen-Anhalt,,17
2019,Anzahl,Zeitreihe,Forschende aus LDCs,Sachsen-Anhalt,,14
2006,Anzahl,Zeitreihe,Forschende aus LDCs,Schleswig-Holstein,,5
2007,Anzahl,Zeitreihe,Forschende aus LDCs,Schleswig-Holstein,,6
2008,Anzahl,Zeitreihe,Forschende aus LDCs,Schleswig-Holstein,,8
2009,Anzahl,Zeitreihe,Forschende aus LDCs,Schleswig-Holstein,,11
2010,Anzahl,Zeitreihe,Forschende aus LDCs,Schleswig-Holstein,,10
2011,Anzahl,Zeitreihe,Forschende aus LDCs,Schleswig-Holstein,,13
