Year,Units,Series,sex,federal state,GeoCode,Value
2012,percentage,germans,,,,87.75
2013,percentage,germans,,,,89.18
2014,percentage,germans,,,,91.4
2015,percentage,germans,,,,91.67
2016,percentage,germans,,,,90.83
2017,percentage,germans,,,,91.54
2018,percentage,germans,,,,91.92
2019,percentage,germans,,,,91.41
2020,percentage,germans,,,,93.07
1996,percentage,germans,,,,91.2
1997,percentage,germans,,,,91.11
1998,percentage,germans,,,,91.38
1999,percentage,germans,,,,91.82
2000,percentage,germans,,,,91.1
2001,percentage,germans,,,,91.08
2002,percentage,germans,,,,91.39
2003,percentage,germans,,,,90.69
2004,percentage,germans,,,,93.42
2005,percentage,germans,,,,92.14
2006,percentage,germans,,,,92.64
2007,percentage,germans,,,,93.31
2008,percentage,germans,,,,93.43
2009,percentage,germans,,,,94.32
2010,percentage,germans,,,,94.74
2011,percentage,germans,,,,95.61
2012,percentage,germans,,,,95.04
2013,percentage,germans,,,,95.44
2014,percentage,germans,,,,95.62
2015,percentage,germans,,,,95.59
2016,percentage,germans,,,,95.65
2017,percentage,germans,,,,95.41
2018,percentage,germans,,,,95.1
2019,percentage,germans,,,,94.69
2020,percentage,germans,,,,93.39
1996,percentage,germans,,,,95.31
1997,percentage,germans,,,,95.04
1998,percentage,germans,,,,95.08
1999,percentage,germans,,,,95.06
2000,percentage,germans,,,,94.92
2001,percentage,germans,,,,94.1
2002,percentage,germans,,,,93.98
2003,percentage,germans,,,,94.06
2004,percentage,germans,,,,94.04
2005,percentage,germans,,,,94.13
2006,percentage,germans,,,,94.42
2007,percentage,germans,,,,94.55
2008,percentage,germans,,,,94.6
2009,percentage,germans,,,,94.8
2010,percentage,germans,,,,95.35
2011,percentage,germans,,,,95.42
2012,percentage,germans,,,,95.7
2013,percentage,germans,,,,96.27
2014,percentage,germans,,,,95.21
2015,percentage,germans,,,,95.39
2016,percentage,germans,,,,95.42
2017,percentage,germans,,,,95.41
2018,percentage,germans,,,,94.97
2019,percentage,germans,,,,94.96
2020,percentage,germans,,,,95.41
1996,percentage,germans,,,,91.36
1997,percentage,germans,,,,91.48
1998,percentage,germans,,,,91.43
1999,percentage,germans,,,,91.92
2000,percentage,germans,,,,91.37
2001,percentage,germans,,,,91.59
2002,percentage,germans,,,,91.82
2003,percentage,germans,,,,92.17
2004,percentage,germans,,,,93.05
2005,percentage,germans,,,,93.13
2006,percentage,germans,,,,93.2
2007,percentage,germans,,,,93.24
2008,percentage,germans,,,,93.66
2009,percentage,germans,,,,93.95
2010,percentage,germans,,,,94.78
2011,percentage,germans,,,,94.87
2012,percentage,germans,,,,95.08
2013,percentage,germans,,,,95.16
2014,percentage,germans,,,,95.06
2015,percentage,germans,,,,94.41
2016,percentage,germans,,,,94.82
2017,percentage,germans,,,,94.35
2018,percentage,germans,,,,94.34
2019,percentage,germans,,,,93.72
2020,percentage,germans,,,,94.18
1996,percentage,germans,,,,90.74
1997,percentage,germans,,,,90.55
1998,percentage,germans,,,,90.53
1999,percentage,germans,,,,89.85
2000,percentage,germans,,,,90.76
2001,percentage,germans,,,,89.77
2002,percentage,germans,,,,91.81
2003,percentage,germans,,,,91.8
2004,percentage,germans,,,,92.17
2005,percentage,germans,,,,92.44
2006,percentage,germans,,,,92.87
2007,percentage,germans,,,,93.54
2008,percentage,germans,,,,93.99
2009,percentage,germans,,,,95.33
2010,percentage,germans,,,,94.97
2011,percentage,germans,,,,95.53
2012,percentage,germans,,,,95.14
2013,percentage,germans,,,,95.42
2014,percentage,germans,,,,95.47
2015,percentage,germans,,,,96.07
2016,percentage,germans,,,,95.1
2017,percentage,germans,,,,95.4
2018,percentage,germans,,,,95.19
2019,percentage,germans,,,,94.71
2020,percentage,germans,,,,95.44
1996,percentage,germans,,,,90.27
1997,percentage,germans,,,,90.57
1998,percentage,germans,,,,89.65
1999,percentage,germans,,,,88.2
2000,percentage,germans,,,,87.98
2001,percentage,germans,,,,89.03
2002,percentage,germans,,,,90.08
2003,percentage,germans,,,,90.2
2004,percentage,germans,,,,90.72
2005,percentage,germans,,,,91.03
2006,percentage,germans,,,,91.49
2007,percentage,germans,,,,91.77
2008,percentage,germans,,,,91.7
2009,percentage,germans,,,,91.5
2010,percentage,germans,,,,90.56
2011,percentage,germans,,,,90.26
2012,percentage,germans,,,,90.4
2013,percentage,germans,,,,90.25
2014,percentage,germans,,,,91.88
2015,percentage,germans,,,,92.14
2016,percentage,germans,,,,92.07
2017,percentage,germans,,,,92.49
2018,percentage,germans,,,,92.44
2019,percentage,germans,,,,92.48
2020,percentage,germans,,,,93.0
1996,percentage,germans,,,,89.37
1997,percentage,germans,,,,90.02
1998,percentage,germans,,,,89.07
1999,percentage,germans,,,,88.53
2000,percentage,germans,,,,87.72
2001,percentage,germans,,,,82.11
2002,percentage,germans,,,,85.88
2003,percentage,germans,,,,85.96
2004,percentage,germans,,,,86.33
2005,percentage,germans,,,,88.34
2006,percentage,germans,,,,89.35
2007,percentage,germans,,,,92.34
2008,percentage,germans,,,,89.57
2009,percentage,germans,,,,89.72
2010,percentage,germans,,,,88.42
2011,percentage,germans,,,,88.25
2012,percentage,germans,,,,88.91
2013,percentage,germans,,,,89.91
2014,percentage,germans,,,,90.46
2015,percentage,germans,,,,89.93
2016,percentage,germans,,,,91.01
2017,percentage,germans,,,,90.81
2018,percentage,germans,,,,89.91
2019,percentage,germans,,,,89.97
2020,percentage,germans,,,,90.91
1996,percentage,germans,,,,90.97
1997,percentage,germans,,,,90.53
1998,percentage,germans,,,,89.87
1999,percentage,germans,,,,90.27
2000,percentage,germans,,,,90.32
2001,percentage,germans,,,,89.71
2002,percentage,germans,,,,89.69
2003,percentage,germans,,,,90.57
2004,percentage,germans,,,,90.64
2005,percentage,germans,,,,90.67
2006,percentage,germans,,,,90.84
2007,percentage,germans,,,,91.79
2008,percentage,germans,,,,91.88
2009,percentage,germans,,,,93.54
2010,percentage,germans,,,,93.46
2011,percentage,germans,,,,93.11
2012,percentage,germans,,,,92.98
2013,percentage,germans,,,,92.82
2014,percentage,germans,,,,92.58
2015,percentage,germans,,,,92.85
2016,percentage,germans,,,,93.88
2017,percentage,germans,,,,93.08
2018,percentage,germans,,,,92.46
2019,percentage,germans,,,,91.85
2020,percentage,germans,,,,92.73
1996,percentage,germans,,,,87.72
1997,percentage,germans,,,,87.76
1998,percentage,germans,,,,86.96
1999,percentage,germans,,,,87.04
2000,percentage,germans,,,,87.47
2001,percentage,germans,,,,87.66
2002,percentage,germans,,,,88.35
2003,percentage,germans,,,,90.74
2004,percentage,germans,,,,91.25
2005,percentage,germans,,,,92.13
2006,percentage,germans,,,,91.96
2007,percentage,germans,,,,93.08
2008,percentage,germans,,,,93.23
2009,percentage,germans,,,,92.92
2010,percentage,germans,,,,91.59
2011,percentage,germans,,,,91.41
2012,percentage,germans,,,,92.52
2013,percentage,germans,,,,92.22
2014,percentage,germans,,,,93.09
2015,percentage,germans,,,,92.96
2016,percentage,germans,,,,92.92
2017,percentage,germans,,,,92.97
2018,percentage,germans,,,,92.2
2019,percentage,germans,,,,92.41
2020,percentage,germans,,,,93.65
1996,percentage,germans,,,,94.568
1997,percentage,germans,,,,94.616
1998,percentage,germans,,,,94.417
1999,percentage,germans,,,,93.714
2000,percentage,germans,,,,94.12
2001,percentage,germans,,,,93.691
2002,percentage,germans,,,,94.029
2003,percentage,germans,,,,94.201
2004,percentage,germans,,,,94.631
2005,percentage,germans,,,,94.676
2006,percentage,germans,,,,94.813
2007,percentage,germans,,,,95.182
2008,percentage,germans,,,,95.134
2009,percentage,germans,,,,95.484
2010,percentage,germans,,,,95.752
2011,percentage,germans,,,,96.017
2012,percentage,germans,,,,96.09
2013,percentage,germans,,,,96.298
2014,percentage,germans,,,,96.171
2015,percentage,germans,,,,96.096
2016,percentage,germans,,,,96.119
2017,percentage,germans,,,,95.874
2018,percentage,germans,,,,95.756
2019,percentage,germans,,,,95.812
2020,percentage,germans,,,,96.025
1996,percentage,germans,,,,90.182
1997,percentage,germans,,,,90.144
1998,percentage,germans,,,,89.892
1999,percentage,germans,,,,89.099
2000,percentage,germans,,,,89.348
2001,percentage,germans,,,,97.083
2002,percentage,germans,,,,89.603
2003,percentage,germans,,,,90.019
2004,percentage,germans,,,,90.584
2005,percentage,germans,,,,90.899
2006,percentage,germans,,,,91.349
2007,percentage,germans,,,,91.97
2008,percentage,germans,,,,92.371
2009,percentage,germans,,,,92.989
2010,percentage,germans,,,,93.422
2011,percentage,germans,,,,94.009
2012,percentage,germans,,,,94.136
2013,percentage,germans,,,,94.475
2014,percentage,germans,,,,94.14
2015,percentage,germans,,,,93.996
2016,percentage,germans,,,,94.071
2017,percentage,germans,,,,93.797
2018,percentage,germans,,,,93.464
2019,percentage,germans,,,,93.296
2020,percentage,germans,,,,93.842
1996,percentage points,difference,,,,11.931
1997,percentage points,difference,,,,11.711
1998,percentage points,difference,,,,11.554
1999,percentage points,difference,,,,11.315
2000,percentage points,difference,,,,11.589
2001,percentage points,difference,,,,11.52
2002,percentage points,difference,,,,11.241
2003,percentage points,difference,,,,11.174
2004,percentage points,difference,,,,10.669
2005,percentage points,difference,,,,10.161
2006,percentage points,difference,,,,9.82
2007,percentage points,difference,,,,9.6
2008,percentage points,difference,,,,8.8
2009,percentage points,difference,,,,8.027
2010,percentage points,difference,,,,7.38
2011,percentage points,difference,,,,6.784
2012,percentage points,difference,,,,6.488
2013,percentage points,difference,,,,6.09
2014,percentage points,difference,,,,7.079
2015,percentage points,difference,,,,6.8
2016,percentage points,difference,,,,9.246
2017,percentage points,difference,,,,13.012
2018,percentage points,difference,,,,12.785
2019,percentage points,difference,,,,12.155
2020,percentage points,difference,,,,9.56
1996,percentage points,difference,,,,10.098
1997,percentage points,difference,,,,9.882
1998,percentage points,difference,,,,9.887
1999,percentage points,difference,,,,8.479
2000,percentage points,difference,,,,9.793
2001,percentage points,difference,,,,9.501
2002,percentage points,difference,,,,9.613
2003,percentage points,difference,,,,9.61
2004,percentage points,difference,,,,8.818
2005,percentage points,difference,,,,8.252
2006,percentage points,difference,,,,8.283
2007,percentage points,difference,,,,8.147
2008,percentage points,difference,,,,7.21
2009,percentage points,difference,,,,6.94
2010,percentage points,difference,,,,6.286
2011,percentage points,difference,,,,5.674
2012,percentage points,difference,,,,5.499
2013,percentage points,difference,,,,5.226
2014,percentage points,difference,,,,6.765
2015,percentage points,difference,,,,5.796
2016,percentage points,difference,,,,7.019
2017,percentage points,difference,,,,9.519
2018,percentage points,difference,,,,10.183
2019,percentage points,difference,,,,9.982
2020,percentage points,difference,,,,8.004
1996,percentage points,difference,,,,13.521
1997,percentage points,difference,,,,13.314
1998,percentage points,difference,,,,12.993
1999,percentage points,difference,,,,11.614
2000,percentage points,difference,,,,13.134
2001,percentage points,difference,,,,21.451
2002,percentage points,difference,,,,12.717
2003,percentage points,difference,,,,12.596
2004,percentage points,difference,,,,12.278
2005,percentage points,difference,,,,11.758
2006,percentage points,difference,,,,11.17
2007,percentage points,difference,,,,10.756
2008,percentage points,difference,,,,10.093
2009,percentage points,difference,,,,9.135
2010,percentage points,difference,,,,8.456
2011,percentage points,difference,,,,7.834
2012,percentage points,difference,,,,7.45
2013,percentage points,difference,,,,6.913
2014,percentage points,difference,,,,7.381
2015,percentage points,difference,,,,7.796
2016,percentage points,difference,,,,11.171
2017,percentage points,difference,,,,15.816
2018,percentage points,difference,,,,14.699
2019,percentage points,difference,,,,13.801
2020,percentage points,difference,,,,10.833
1996,percentage points,difference,,,,13.751
1997,percentage points,difference,,,,13.714
1998,percentage points,difference,,,,12.828
1999,percentage points,difference,,,,13.053
2000,percentage points,difference,,,,13.597
2001,percentage points,difference,,,,13.855
2002,percentage points,difference,,,,13.549
2003,percentage points,difference,,,,12.836
2004,percentage points,difference,,,,11.884
2005,percentage points,difference,,,,11.407
2006,percentage points,difference,,,,11.202
2007,percentage points,difference,,,,10.542
2008,percentage points,difference,,,,9.4
2009,percentage points,difference,,,,8.444
2010,percentage points,difference,,,,7.479
2011,percentage points,difference,,,,7.293
2012,percentage points,difference,,,,8.527
2013,percentage points,difference,,,,6.241
2014,percentage points,difference,,,,6.786
2015,percentage points,difference,,,,5.836
2016,percentage points,difference,,,,7.906
2017,percentage points,difference,,,,14.251
2018,percentage points,difference,,,,13.363
2019,percentage points,difference,,,,11.114
2020,percentage points,difference,,,,10.15
1996,percentage points,difference,,,,18.251
1997,percentage points,difference,,,,17.898
1998,percentage points,difference,,,,19.497
1999,percentage points,difference,,,,17.943
2000,percentage points,difference,,,,17.4
2001,percentage points,difference,,,,19.309
2002,percentage points,difference,,,,16.118
2003,percentage points,difference,,,,14.759
2004,percentage points,difference,,,,14.141
2005,percentage points,difference,,,,13.189
2006,percentage points,difference,,,,11.725
2007,percentage points,difference,,,,10.631
2008,percentage points,difference,,,,10.123
2009,percentage points,difference,,,,9.575
2010,percentage points,difference,,,,7.813
2011,percentage points,difference,,,,6.977
2012,percentage points,difference,,,,7.461
2013,percentage points,difference,,,,7.123
2014,percentage points,difference,,,,8.135
2015,percentage points,difference,,,,9.776
2016,percentage points,difference,,,,14.776
2017,percentage points,difference,,,,17.154
2018,percentage points,difference,,,,14.699
2019,percentage points,difference,,,,13.771
2020,percentage points,difference,,,,11.83
1996,percentage points,difference,,,,17.538
1997,percentage points,difference,,,,17.251
1998,percentage points,difference,,,,20.074
1999,percentage points,difference,,,,17.105
2000,percentage points,difference,,,,15.18
2001,percentage points,difference,,,,15.057
2002,percentage points,difference,,,,15.137
2003,percentage points,difference,,,,17.065
2004,percentage points,difference,,,,14.574
2005,percentage points,difference,,,,14.744
2006,percentage points,difference,,,,13.305
2007,percentage points,difference,,,,12.809
2008,percentage points,difference,,,,12.325
2009,percentage points,difference,,,,9.022
2010,percentage points,difference,,,,9.548
2011,percentage points,difference,,,,8.044
2012,percentage points,difference,,,,6.912
2013,percentage points,difference,,,,6.423
2014,percentage points,difference,,,,9.59
2015,percentage points,difference,,,,13.305
2016,percentage points,difference,,,,12.441
2017,percentage points,difference,,,,13.299
2018,percentage points,difference,,,,13.831
2019,percentage points,difference,,,,11.774
2020,percentage points,difference,,,,0.67
1996,percentage points,difference,,,,-5.257
1997,percentage points,difference,,,,-1.239
1998,percentage points,difference,,,,0.137
1999,percentage points,difference,,,,0.442
2000,percentage points,difference,,,,0.805
2001,percentage points,difference,,,,-1.347
2002,percentage points,difference,,,,-3.344
2003,percentage points,difference,,,,1.669
2004,percentage points,difference,,,,-2.093
2005,percentage points,difference,,,,4.071
2006,percentage points,difference,,,,3.24
2007,percentage points,difference,,,,-0.31
2008,percentage points,difference,,,,-1.177
2009,percentage points,difference,,,,-3.18
2010,percentage points,difference,,,,-1.419
2011,percentage points,difference,,,,-1.514
2012,percentage points,difference,,,,-1.438
2013,percentage points,difference,,,,-1.968
2014,percentage points,difference,,,,-2.742
2015,percentage points,difference,,,,-2.013
2016,percentage points,difference,,,,10.206
2017,percentage points,difference,,,,10.255
2018,percentage points,difference,,,,11.949
2019,percentage points,difference,,,,9.031
2020,percentage points,difference,,,,2.163
1996,percentage points,difference,,,,14.199
1997,percentage points,difference,,,,10.304
1998,percentage points,difference,,,,8.209
1999,percentage points,difference,,,,8.753
2000,percentage points,difference,,,,12.605
2001,percentage points,difference,,,,10.66
2002,percentage points,difference,,,,6.667
2003,percentage points,difference,,,,10.706
2004,percentage points,difference,,,,9.062
2005,percentage points,difference,,,,8.97
2006,percentage points,difference,,,,8.457
2007,percentage points,difference,,,,9.617
2008,percentage points,difference,,,,5.874
2009,percentage points,difference,,,,5.888
2010,percentage points,difference,,,,5.926
2011,percentage points,difference,,,,7.735
2012,percentage points,difference,,,,4.781
2013,percentage points,difference,,,,7.883
2014,percentage points,difference,,,,4.784
2015,percentage points,difference,,,,5.433
2016,percentage points,difference,,,,10.497
2017,percentage points,difference,,,,15.354
2018,percentage points,difference,,,,14.751
2019,percentage points,difference,,,,19.933
2020,percentage points,difference,,,,18.253
1996,percentage points,difference,,,,9.338
1997,percentage points,difference,,,,7.324
1998,percentage points,difference,,,,8.755
1999,percentage points,difference,,,,10.941
2000,percentage points,difference,,,,9.956
2001,percentage points,difference,,,,8.815
2002,percentage points,difference,,,,7.434
2003,percentage points,difference,,,,8.283
2004,percentage points,difference,,,,10.49
2005,percentage points,difference,,,,10.266
2006,percentage points,difference,,,,11.001
2007,percentage points,difference,,,,9.939
2008,percentage points,difference,,,,8.656
2009,percentage points,difference,,,,8.476
2010,percentage points,difference,,,,7.829
2011,percentage points,difference,,,,6.412
2012,percentage points,difference,,,,4.522
2013,percentage points,difference,,,,5.312
2014,percentage points,difference,,,,5.928
2015,percentage points,difference,,,,5.77
2016,percentage points,difference,,,,8.793
2017,percentage points,difference,,,,8.204
2018,percentage points,difference,,,,10.096
2019,percentage points,difference,,,,8.46
2020,percentage points,difference,,,,10.189
1996,percentage points,difference,,,,14.049
1997,percentage points,difference,,,,12.757
1998,percentage points,difference,,,,11.356
1999,percentage points,difference,,,,12.739
2000,percentage points,difference,,,,13.283
2001,percentage points,difference,,,,12.115
2002,percentage points,difference,,,,11.969
2003,percentage points,difference,,,,11.269
2004,percentage points,difference,,,,11.23
2005,percentage points,difference,,,,10.149
2006,percentage points,difference,,,,9.619
2007,percentage points,difference,,,,9.568
2008,percentage points,difference,,,,7.461
2009,percentage points,difference,,,,8.958
2010,percentage points,difference,,,,8.438
2011,percentage points,difference,,,,7.521
2012,percentage points,difference,,,,6.766
2013,percentage points,difference,,,,6.356
2014,percentage points,difference,,,,5.657
2015,percentage points,difference,,,,4.675
2016,percentage points,difference,,,,5.982
2017,percentage points,difference,,,,6.216
2018,percentage points,difference,,,,6.204
2019,percentage points,difference,,,,7.068
2020,percentage points,difference,,,,6.106
1996,percentage points,difference,,,,3.441
1997,percentage points,difference,,,,5.076
1998,percentage points,difference,,,,16.435
1999,percentage points,difference,,,,10.937
2000,percentage points,difference,,,,3.551
2001,percentage points,difference,,,,13.406
2002,percentage points,difference,,,,5.918
2003,percentage points,difference,,,,10.313
2004,percentage points,difference,,,,4.936
2005,percentage points,difference,,,,10.642
2006,percentage points,difference,,,,3.476
2007,percentage points,difference,,,,8.146
2008,percentage points,difference,,,,3.57
2009,percentage points,difference,,,,2.602
2010,percentage points,difference,,,,3.031
2011,percentage points,difference,,,,4.085
2012,percentage points,difference,,,,-1.551
2013,percentage points,difference,,,,6.076
2014,percentage points,difference,,,,4.165
2015,percentage points,difference,,,,-0.084
2016,percentage points,difference,,,,6.742
2017,percentage points,difference,,,,11.358
2018,percentage points,difference,,,,16.916
2019,percentage points,difference,,,,12.229
2020,percentage points,difference,,,,5.333
1996,percentage points,difference,,,,18.452
1997,percentage points,difference,,,,18.366
1998,percentage points,difference,,,,16.558
1999,percentage points,difference,,,,17.738
2000,percentage points,difference,,,,18.745
2001,percentage points,difference,,,,18.482
2002,percentage points,difference,,,,17.955
2003,percentage points,difference,,,,19.158
2004,percentage points,difference,,,,15.779
2005,percentage points,difference,,,,17.143
2006,percentage points,difference,,,,17.56
2007,percentage points,difference,,,,13.441
2008,percentage points,difference,,,,13.433
2009,percentage points,difference,,,,11.618
2010,percentage points,difference,,,,10.955
2011,percentage points,difference,,,,11.278
2012,percentage points,difference,,,,8.676
2013,percentage points,difference,,,,9.137
2014,percentage points,difference,,,,7.844
2015,percentage points,difference,,,,10.012
2016,percentage points,difference,,,,11.942
2017,percentage points,difference,,,,18.331
2018,percentage points,difference,,,,17.955
2019,percentage points,difference,,,,17.819
2020,percentage points,difference,,,,13.845
1996,percentage points,difference,,,,7.976
1997,percentage points,difference,,,,8.011
1998,percentage points,difference,,,,7.867
1999,percentage points,difference,,,,7.331
2000,percentage points,difference,,,,8.064
2001,percentage points,difference,,,,7.738
2002,percentage points,difference,,,,8.387
2003,percentage points,difference,,,,7.795
2004,percentage points,difference,,,,7.967
2005,percentage points,difference,,,,8.194
2006,percentage points,difference,,,,8.205
2007,percentage points,difference,,,,8.789
2008,percentage points,difference,,,,8.668
2009,percentage points,difference,,,,7.94
2010,percentage points,difference,,,,7.632
2011,percentage points,difference,,,,6.764
2012,percentage points,difference,,,,6.706
2013,percentage points,difference,,,,6.511
2014,percentage points,difference,,,,6.759
2015,percentage points,difference,,,,6.505
2016,percentage points,difference,,,,7.036
2017,percentage points,difference,,,,10.801
2018,percentage points,difference,,,,10.959
2019,percentage points,difference,,,,10.852
2020,percentage points,difference,,,,8.658
1996,percentage points,difference,,,,13.025
1997,percentage points,difference,,,,14.327
1998,percentage points,difference,,,,16.632
1999,percentage points,difference,,,,18.909
2000,percentage points,difference,,,,16.601
2001,percentage points,difference,,,,14.799
2002,percentage points,difference,,,,13.707
2003,percentage points,difference,,,,17.614
2004,percentage points,difference,,,,14.533
2005,percentage points,difference,,,,8.176
2006,percentage points,difference,,,,9.974
2007,percentage points,difference,,,,8.339
2008,percentage points,difference,,,,9.564
2009,percentage points,difference,,,,7.579
2010,percentage points,difference,,,,6.586
2011,percentage points,difference,,,,5.705
2012,percentage points,difference,,,,5.102
2013,percentage points,difference,,,,5.499
2014,percentage points,difference,,,,6.026
2015,percentage points,difference,,,,6.273
2016,percentage points,difference,,,,8.836
2017,percentage points,difference,,,,11.919
2018,percentage points,difference,,,,12.209
2019,percentage points,difference,,,,11.532
2020,percentage points,difference,,,,8.309
1996,percentage points,difference,,,,14.123
1997,percentage points,difference,,,,7.734
1998,percentage points,difference,,,,9.959
1999,percentage points,difference,,,,10.641
2000,percentage points,difference,,,,14.646
2001,percentage points,difference,,,,8.984
2002,percentage points,difference,,,,8.71
2003,percentage points,difference,,,,9.495
2004,percentage points,difference,,,,8.915
2005,percentage points,difference,,,,7.563
2006,percentage points,difference,,,,6.965
2007,percentage points,difference,,,,5.443
2008,percentage points,difference,,,,6.083
2009,percentage points,difference,,,,5.658
2010,percentage points,difference,,,,5.211
2011,percentage points,difference,,,,4.532
2012,percentage points,difference,,,,1.933
2013,percentage points,difference,,,,3.729
2014,percentage points,difference,,,,2.928
2015,percentage points,difference,,,,5.239
2016,percentage points,difference,,,,12.112
2017,percentage points,difference,,,,10.515
2018,percentage points,difference,,,,15.399
2019,percentage points,difference,,,,16.252
2020,percentage points,difference,,,,13.518
1996,percentage points,difference,,,,26.402
1997,percentage points,difference,,,,21.506
1998,percentage points,difference,,,,20.82
1999,percentage points,difference,,,,14.91
2000,percentage points,difference,,,,7.81
2001,percentage points,difference,,,,13.68
2002,percentage points,difference,,,,21.897
2003,percentage points,difference,,,,12.342
2004,percentage points,difference,,,,10.6
2005,percentage points,difference,,,,10.34
2006,percentage points,difference,,,,10.327
2007,percentage points,difference,,,,12.355
2008,percentage points,difference,,,,7.926
2009,percentage points,difference,,,,3.402
2010,percentage points,difference,,,,5.729
2011,percentage points,difference,,,,1.954
2012,percentage points,difference,,,,0.985
2013,percentage points,difference,,,,5.427
2014,percentage points,difference,,,,7.26
2015,percentage points,difference,,,,6.897
2016,percentage points,difference,,,,7.472
2017,percentage points,difference,,,,10.711
2018,percentage points,difference,,,,15.09
2019,percentage points,difference,,,,13.395
2020,percentage points,difference,,,,9.757
1996,percentage points,difference,,,,18.883
1997,percentage points,difference,,,,29.366
1998,percentage points,difference,,,,25.121
1999,percentage points,difference,,,,16.529
2000,percentage points,difference,,,,16.777
2001,percentage points,difference,,,,10.0
2002,percentage points,difference,,,,21.261
2003,percentage points,difference,,,,21.552
2004,percentage points,difference,,,,21.911
2005,percentage points,difference,,,,17.342
2006,percentage points,difference,,,,13.486
2007,percentage points,difference,,,,13.801
2008,percentage points,difference,,,,6.914
2009,percentage points,difference,,,,7.535
2010,percentage points,difference,,,,7.263
2011,percentage points,difference,,,,7.238
2012,percentage points,difference,,,,5.42
2013,percentage points,difference,,,,2.806
2014,percentage points,difference,,,,9.436
2015,percentage points,difference,,,,14.828
2016,percentage points,difference,,,,24.999
2017,percentage points,difference,,,,30.811
2018,percentage points,difference,,,,28.118
2019,percentage points,difference,,,,19.338
2020,percentage points,difference,,,,15.65
1996,percentage points,difference,,,,13.686
1997,percentage points,difference,,,,16.005
1998,percentage points,difference,,,,14.083
1999,percentage points,difference,,,,12.32
2000,percentage points,difference,,,,11.801
2001,percentage points,difference,,,,11.198
2002,percentage points,difference,,,,8.078
2003,percentage points,difference,,,,6.901
2004,percentage points,difference,,,,9.506
2005,percentage points,difference,,,,8.601
2006,percentage points,difference,,,,9.414
2007,percentage points,difference,,,,7.882
2008,percentage points,difference,,,,7.183
2009,percentage points,difference,,,,6.225
2010,percentage points,difference,,,,5.84
2011,percentage points,difference,,,,4.874
2012,percentage points,difference,,,,4.362
2013,percentage points,difference,,,,6.738
2014,percentage points,difference,,,,5.516
2015,percentage points,difference,,,,5.89
2016,percentage points,difference,,,,11.126
2017,percentage points,difference,,,,12.897
2018,percentage points,difference,,,,14.734
2019,percentage points,difference,,,,17.552
2020,percentage points,difference,,,,15.07
1996,percentage points,difference,,,,25.6
1997,percentage points,difference,,,,27.237
1998,percentage points,difference,,,,25.497
1999,percentage points,difference,,,,31.154
2000,percentage points,difference,,,,25.93
2001,percentage points,difference,,,,26.058
2002,percentage points,difference,,,,13.967
2003,percentage points,difference,,,,8.16
2004,percentage points,difference,,,,6.747
2005,percentage points,difference,,,,9.713
2006,percentage points,difference,,,,10.339
2007,percentage points,difference,,,,7.454
2008,percentage points,difference,,,,8.616
2009,percentage points,difference,,,,3.278
2010,percentage points,difference,,,,1.628
2011,percentage points,difference,,,,2.001
2012,percentage points,difference,,,,1.734
2013,percentage points,difference,,,,7.35
2014,percentage points,difference,,,,6.38
2015,percentage points,difference,,,,11.178
2016,percentage points,difference,,,,15.648
2017,percentage points,difference,,,,39.774
2018,percentage points,difference,,,,30.428
2019,percentage points,difference,,,,25.288
2020,percentage points,difference,,,,20.928
